season,matchId,gameweek,kickoff,ground,attendance,home_team,away_team,goalsFor_h,goalsFor_a,goalsAgainst_h,goalsAgainst_a,result_h,result_a,halfTimeFor_h,halfTimeFor_a,halfTimeAgainst_h,halfTimeAgainst_a,redCardsFor_h,redCardsFor_a,redCardsAgainst_h,redCardsAgainst_a,goals_h,goals_a,totalScoringAtt_h,totalScoringAtt_a,ontargetScoringAtt_h,ontargetScoringAtt_a,shotOffTarget_h,shotOffTarget_a,blockedScoringAtt_h,blockedScoringAtt_a,bigChanceCreated_h,bigChanceCreated_a,bigChanceScored_h,bigChanceScored_a,bigChanceMissed_h,bigChanceMissed_a,hitWoodwork_h,hitWoodwork_a,goalAssist_h,goalAssist_a,totalAttAssist_h,totalAttAssist_a,ontargetAttAssist_h,ontargetAttAssist_a,penAreaEntries_h,penAreaEntries_a,finalThirdEntries_h,finalThirdEntries_a,totalPass_h,totalPass_a,accuratePass_h,accuratePass_a,possessionPercentage_h,possessionPercentage_a,touchesInOppBox_h,touchesInOppBox_a,totalTackle_h,totalTackle_a,wonTackle_h,wonTackle_a,interception_h,interception_a,totalClearance_h,totalClearance_a,effectiveClearance_h,effectiveClearance_a,blockedPass_h,blockedPass_a,outfielderBlock_h,outfielderBlock_a,errorLeadToShot_h,errorLeadToShot_a,errorLeadToGoal_h,errorLeadToGoal_a,challengeLost_h,challengeLost_a,dispossessed_h,dispossessed_a,possLostAll_h,possLostAll_a,saves_h,saves_a,goalsConceded_h,goalsConceded_a,cleanSheet_h,cleanSheet_a,duelWon_h,duelWon_a,duelLost_h,duelLost_a,aerialWon_h,aerialWon_a,aerialLost_h,aerialLost_a,cornerTaken_h,cornerTaken_a,wonCorners_h,wonCorners_a,attSetpiece_h,attSetpiece_a,fkFoulLost_h,fkFoulLost_a,fkFoulWon_h,fkFoulWon_a,yellowCard_h,yellowCard_a,redCard_h,redCard_a,penaltyWon_h,penaltyWon_a,attPenGoal_h,attPenGoal_a,totalOffside_h,totalOffside_a,ownGoals_h,ownGoals_a
2017-18,919180,29,2018-03-03 15:00:00,"Liberty Stadium, Swansea",20829,Swansea,West Ham,4,1,1,4,W,L,2,0,0,2,0,0,0,0,4.0,1.0,9.0,7.0,8.0,2.0,1.0,1.0,,4.0,2.0,,3.0,,1.0,,,,2.0,1.0,7.0,3.0,6.0,3.0,16.0,25.0,53.0,65.0,440.0,522.0,331.0,420.0,45.3,54.7,17.0,14.0,18.0,20.0,9.0,11.0,11.0,17.0,25.0,20.0,25.0,20.0,17.0,18.0,3.0,1.0,,,,,5.0,10.0,10.0,13.0,156.0,155.0,1.0,3.0,1.0,4.0,,,69.0,51.0,51.0,69.0,28.0,17.0,17.0,28.0,4.0,5.0,4.0,5.0,,1.0,9.0,14.0,14.0,9.0,0.0,0.0,0.0,0.0,1.0,,1.0,,,5.0,,
2017-18,919181,29,2018-03-03 15:00:00,"Wembley Stadium, London",68311,Spurs,Huddersfield,2,0,0,2,W,L,1,0,0,1,0,0,0,0,2.0,,15.0,3.0,7.0,3.0,3.0,,5.0,,2.0,,2.0,,,,1.0,,2.0,,13.0,2.0,11.0,2.0,35.0,24.0,77.0,54.0,806.0,267.0,701.0,169.0,74.5,25.5,27.0,4.0,10.0,29.0,8.0,16.0,18.0,12.0,18.0,36.0,18.0,36.0,24.0,24.0,,5.0,,,,1.0,7.0,18.0,19.0,6.0,174.0,147.0,3.0,5.0,,2.0,1.0,,49.0,58.0,58.0,49.0,13.0,16.0,16.0,13.0,8.0,1.0,8.0,1.0,,,6.0,8.0,8.0,6.0,0.0,0.0,0.0,0.0,,,,,4.0,2.0,,
2017-18,919182,29,2018-03-03 15:00:00,"Vicarage Road, Watford",20022,Watford,West Brom,1,0,0,1,W,L,0,0,0,0,0,0,0,0,1.0,,15.0,9.0,4.0,2.0,6.0,5.0,5.0,2.0,2.0,2.0,1.0,,1.0,2.0,,,1.0,,11.0,6.0,6.0,2.0,34.0,33.0,69.0,59.0,412.0,346.0,290.0,228.0,53.3,46.7,20.0,23.0,12.0,17.0,7.0,14.0,8.0,14.0,24.0,39.0,24.0,39.0,15.0,25.0,2.0,6.0,,,,,7.0,12.0,9.0,9.0,175.0,171.0,2.0,2.0,,1.0,1.0,,57.0,73.0,73.0,57.0,25.0,38.0,38.0,25.0,4.0,6.0,4.0,6.0,1.0,,11.0,12.0,10.0,11.0,0.0,0.0,0.0,0.0,,,,,3.0,1.0,,
2017-18,919183,30,2018-03-11 16:00:00,"Vitality Stadium, Bournemouth",10623,Bournemouth,Spurs,1,4,4,1,L,W,1,1,1,1,0,0,0,0,1.0,4.0,14.0,12.0,3.0,8.0,7.0,1.0,4.0,3.0,1.0,3.0,,4.0,1.0,1.0,1.0,,1.0,3.0,9.0,9.0,3.0,9.0,21.0,33.0,48.0,71.0,331.0,559.0,226.0,465.0,37.0,63.0,19.0,35.0,22.0,22.0,13.0,14.0,13.0,13.0,25.0,19.0,25.0,19.0,23.0,26.0,3.0,4.0,,,2.0,,17.0,17.0,14.0,9.0,160.0,167.0,4.0,2.0,4.0,1.0,,,59.0,63.0,63.0,59.0,13.0,14.0,14.0,13.0,4.0,5.0,4.0,5.0,,,10.0,7.0,7.0,10.0,0.0,0.0,0.0,0.0,,,,,,3.0,,
2017-18,919184,30,2018-03-11 13:30:00,"Emirates Stadium, London",59131,Arsenal,Watford,3,0,0,3,W,L,1,0,0,1,0,0,0,0,3.0,,11.0,11.0,7.0,4.0,4.0,5.0,,2.0,4.0,,1.0,,3.0,2.0,,,3.0,,10.0,6.0,7.0,3.0,21.0,36.0,47.0,53.0,502.0,324.0,417.0,245.0,59.7,40.3,25.0,21.0,21.0,13.0,13.0,4.0,8.0,15.0,32.0,16.0,32.0,16.0,22.0,26.0,2.0,,1.0,,,,7.0,8.0,7.0,12.0,127.0,153.0,4.0,4.0,,3.0,1.0,,58.0,49.0,49.0,58.0,22.0,17.0,17.0,22.0,4.0,9.0,4.0,9.0,1.0,2.0,12.0,9.0,9.0,12.0,0.0,0.0,0.0,0.0,,1.0,,,5.0,3.0,,
2017-18,919185,30,2018-03-10 17:30:00,"Stamford Bridge, London",40800,Chelsea,Crystal Palace,2,1,1,2,W,L,2,0,0,2,0,0,0,0,2.0,1.0,27.0,9.0,11.0,2.0,9.0,5.0,7.0,2.0,6.0,2.0,,1.0,6.0,1.0,1.0,1.0,1.0,1.0,21.0,6.0,15.0,2.0,48.0,27.0,61.0,46.0,593.0,361.0,518.0,288.0,62.3,37.7,48.0,24.0,17.0,19.0,11.0,13.0,9.0,9.0,20.0,34.0,20.0,34.0,27.0,26.0,2.0,9.0,2.0,,,,12.0,19.0,13.0,11.0,143.0,129.0,1.0,7.0,1.0,2.0,,,63.0,54.0,54.0,63.0,18.0,15.0,15.0,18.0,12.0,3.0,12.0,3.0,,1.0,8.0,9.0,9.0,8.0,0.0,0.0,0.0,0.0,,,,,2.0,2.0,,1.0
2017-18,919186,30,2018-03-10 15:00:00,"Goodison Park, Liverpool",39199,Everton,Brighton,2,0,0,2,W,L,0,0,0,0,0,1,1,0,2.0,,13.0,10.0,3.0,4.0,7.0,5.0,3.0,1.0,,,,,2.0,,,,1.0,,8.0,5.0,4.0,3.0,42.0,20.0,62.0,53.0,425.0,302.0,330.0,190.0,59.0,41.0,31.0,10.0,9.0,14.0,7.0,9.0,8.0,8.0,22.0,35.0,22.0,35.0,16.0,11.0,1.0,3.0,1.0,,,,2.0,7.0,13.0,9.0,160.0,149.0,4.0,2.0,,2.0,1.0,,46.0,46.0,46.0,46.0,16.0,20.0,20.0,16.0,10.0,3.0,10.0,3.0,3.0,1.0,10.0,14.0,14.0,10.0,0.0,0.0,0.0,0.0,1.0,,,,2.0,1.0,,1.0
2017-18,919187,30,2018-03-10 15:00:00,"John Smith's Stadium, Huddersfield",23567,Huddersfield,Swansea,0,0,0,0,D,D,0,0,0,0,0,1,1,0,,,30.0,,4.0,,15.0,,11.0,,1.0,,,,1.0,1.0,2.0,,,,26.0,,11.0,,76.0,5.0,90.0,34.0,679.0,169.0,608.0,88.0,81.2,18.8,50.0,1.0,10.0,17.0,8.0,13.0,7.0,13.0,10.0,67.0,10.0,67.0,17.0,9.0,,10.0,,,,,5.0,7.0,11.0,6.0,157.0,113.0,,4.0,,,1.0,1.0,55.0,55.0,55.0,55.0,30.0,24.0,24.0,30.0,12.0,,12.0,,,,9.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,,,,,2.0,3.0,,
2017-18,919188,30,2018-03-10 12:30:00,"Old Trafford, Manchester",74855,Man Utd,Liverpool,2,1,1,2,W,L,2,0,0,2,0,0,0,0,2.0,1.0,5.0,14.0,2.0,2.0,1.0,5.0,2.0,7.0,1.0,1.0,,,1.0,1.0,,,1.0,,4.0,12.0,3.0,8.0,19.0,48.0,45.0,84.0,283.0,584.0,194.0,483.0,32.1,67.9,11.0,25.0,22.0,13.0,15.0,10.0,25.0,7.0,40.0,12.0,40.0,12.0,9.0,16.0,7.0,2.0,,,,,15.0,7.0,10.0,14.0,138.0,168.0,2.0,,1.0,2.0,,,67.0,51.0,50.0,66.0,22.0,13.0,13.0,22.0,1.0,13.0,1.0,13.0,2.0,1.0,10.0,16.0,16.0,9.0,0.0,0.0,0.0,0.0,,,,,3.0,,1.0,
2017-18,919189,30,2018-03-10 15:00:00,"St. James' Park, Newcastle",52246,Newcastle,Southampton,3,0,0,3,W,L,2,0,0,2,0,0,0,0,3.0,,7.0,6.0,5.0,2.0,2.0,3.0,,1.0,3.0,1.0,2.0,,1.0,1.0,,,3.0,,8.0,5.0,5.0,3.0,22.0,33.0,59.0,76.0,305.0,509.0,188.0,374.0,37.0,63.0,13.0,12.0,15.0,14.0,10.0,10.0,16.0,4.0,35.0,12.0,35.0,12.0,17.0,20.0,1.0,,,1.0,,,10.0,8.0,8.0,10.0,158.0,189.0,2.0,2.0,,3.0,1.0,,60.0,54.0,54.0,60.0,28.0,20.0,20.0,28.0,2.0,6.0,2.0,6.0,,,10.0,10.0,9.0,10.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,,
2017-18,919190,30,2018-03-12 20:00:00,"bet365 Stadium, Stoke",29138,Stoke,Man City,0,2,2,0,L,W,0,1,1,0,0,0,0,0,,2.0,3.0,17.0,,6.0,1.0,8.0,2.0,3.0,,3.0,,2.0,,2.0,,,,2.0,3.0,15.0,2.0,9.0,14.0,28.0,40.0,59.0,245.0,847.0,165.0,762.0,22.9,77.1,5.0,33.0,19.0,16.0,12.0,11.0,10.0,4.0,16.0,21.0,16.0,21.0,16.0,17.0,3.0,2.0,,,,,10.0,9.0,10.0,12.0,134.0,130.0,4.0,1.0,2.0,,,1.0,49.0,47.0,47.0,49.0,13.0,16.0,16.0,13.0,3.0,10.0,3.0,10.0,1.0,1.0,6.0,8.0,8.0,6.0,0.0,0.0,0.0,0.0,,,,,2.0,4.0,,
2017-18,919191,30,2018-03-10 15:00:00,"The Hawthorns, West Bromwich",23558,West Brom,Leicester,1,4,4,1,L,W,1,1,1,1,0,0,0,0,1.0,4.0,6.0,14.0,2.0,6.0,3.0,5.0,1.0,3.0,,4.0,,3.0,,1.0,1.0,,1.0,4.0,3.0,13.0,3.0,9.0,27.0,24.0,73.0,79.0,362.0,474.0,267.0,363.0,43.8,56.2,12.0,22.0,17.0,17.0,10.0,8.0,7.0,11.0,16.0,24.0,16.0,24.0,17.0,19.0,3.0,1.0,,,,,12.0,8.0,9.0,7.0,162.0,159.0,3.0,1.0,4.0,1.0,,,50.0,64.0,64.0,50.0,18.0,30.0,30.0,18.0,7.0,6.0,7.0,6.0,,,6.0,7.0,7.0,5.0,0.0,0.0,0.0,0.0,,,,,1.0,2.0,,
2017-18,919192,30,2018-03-10 15:00:00,"London Stadium, London",56904,West Ham,Burnley,0,3,3,0,L,W,0,0,0,0,0,0,0,0,,3.0,13.0,7.0,4.0,4.0,6.0,2.0,3.0,1.0,1.0,1.0,,2.0,1.0,,,,,2.0,11.0,6.0,6.0,4.0,42.0,22.0,77.0,72.0,385.0,372.0,303.0,287.0,51.7,48.3,24.0,17.0,14.0,11.0,10.0,6.0,12.0,7.0,16.0,37.0,16.0,37.0,29.0,23.0,1.0,3.0,,,1.0,,2.0,17.0,7.0,10.0,130.0,132.0,1.0,4.0,3.0,,,1.0,59.0,45.0,45.0,59.0,21.0,23.0,23.0,21.0,5.0,1.0,5.0,1.0,,1.0,13.0,7.0,7.0,13.0,0.0,0.0,0.0,0.0,,,,,1.0,3.0,,
2017-18,919193,31,2018-03-17 15:00:00,"Vitality Stadium, Bournemouth",10242,Bournemouth,West Brom,2,1,1,2,W,L,0,0,0,0,0,0,0,0,2.0,1.0,17.0,11.0,5.0,6.0,4.0,1.0,8.0,4.0,,3.0,,1.0,,2.0,,,1.0,1.0,11.0,9.0,10.0,8.0,33.0,30.0,85.0,68.0,544.0,350.0,441.0,247.0,60.6,39.4,27.0,23.0,19.0,21.0,10.0,12.0,7.0,15.0,23.0,25.0,23.0,25.0,19.0,20.0,5.0,5.0,,,,,3.0,6.0,10.0,12.0,162.0,160.0,4.0,3.0,1.0,2.0,,,51.0,49.0,49.0,51.0,18.0,19.0,19.0,18.0,3.0,2.0,3.0,2.0,1.0,,6.0,9.0,9.0,6.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,,
2017-18,919194,31,2018-04-19 19:45:00,"Turf Moor, Burnley",21264,Burnley,Chelsea,1,2,2,1,L,W,0,1,1,0,0,0,0,0,1.0,2.0,5.0,16.0,2.0,5.0,2.0,5.0,1.0,6.0,,2.0,,,,2.0,,,1.0,1.0,5.0,14.0,3.0,10.0,23.0,30.0,67.0,46.0,389.0,609.0,288.0,514.0,39.2,60.8,8.0,29.0,13.0,8.0,7.0,7.0,15.0,13.0,25.0,28.0,25.0,28.0,15.0,11.0,6.0,,,,,,11.0,3.0,6.0,8.0,138.0,142.0,4.0,1.0,2.0,1.0,,,45.0,57.0,57.0,45.0,20.0,30.0,30.0,20.0,3.0,2.0,3.0,2.0,1.0,,9.0,11.0,10.0,9.0,0.0,0.0,0.0,0.0,,,,,3.0,1.0,1.0,
2017-18,919195,31,2018-03-17 15:00:00,"John Smith's Stadium, Huddersfield",23980,Huddersfield,Crystal Palace,0,2,2,0,L,W,0,1,1,0,0,0,0,0,,2.0,6.0,18.0,2.0,6.0,3.0,5.0,1.0,7.0,,1.0,,2.0,,2.0,1.0,,,,3.0,11.0,1.0,7.0,31.0,21.0,72.0,55.0,470.0,393.0,326.0,275.0,54.6,45.4,12.0,22.0,24.0,29.0,14.0,18.0,12.0,22.0,18.0,34.0,18.0,34.0,27.0,29.0,8.0,1.0,,1.0,,,15.0,10.0,16.0,14.0,210.0,186.0,3.0,2.0,2.0,,,1.0,66.0,87.0,87.0,66.0,21.0,32.0,32.0,21.0,4.0,7.0,4.0,7.0,,,11.0,12.0,12.0,11.0,0.0,0.0,0.0,0.0,,1.0,,1.0,1.0,2.0,,
2017-18,919196,31,2018-05-09 19:45:00,"King Power Stadium, Leicester",32095,Leicester,Arsenal,3,1,1,3,W,L,1,0,0,1,0,1,1,0,3.0,1.0,19.0,14.0,10.0,7.0,6.0,4.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,,1.0,2.0,,15.0,8.0,10.0,6.0,33.0,27.0,52.0,51.0,310.0,477.0,241.0,386.0,40.4,59.6,28.0,34.0,16.0,18.0,13.0,13.0,18.0,11.0,20.0,22.0,20.0,22.0,22.0,20.0,3.0,3.0,,1.0,,,14.0,10.0,13.0,11.0,126.0,138.0,6.0,7.0,1.0,3.0,,,52.0,50.0,50.0,52.0,14.0,12.0,12.0,14.0,6.0,6.0,6.0,6.0,1.0,1.0,7.0,12.0,12.0,6.0,0.0,0.0,0.0,0.0,1.0,,1.0,,6.0,1.0,,
2017-18,919197,31,2018-03-17 17:30:00,"Anfield, Liverpool",53287,Liverpool,Watford,5,0,0,5,W,L,2,0,0,2,0,0,0,0,5.0,,13.0,4.0,10.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,,,1.0,,1.0,4.0,,9.0,3.0,8.0,2.0,34.0,24.0,65.0,46.0,581.0,420.0,476.0,304.0,58.0,42.0,39.0,8.0,18.0,30.0,13.0,28.0,8.0,13.0,13.0,24.0,13.0,24.0,24.0,24.0,1.0,1.0,,,,1.0,8.0,14.0,23.0,12.0,172.0,166.0,1.0,5.0,,5.0,1.0,,53.0,64.0,64.0,53.0,18.0,20.0,20.0,18.0,6.0,,6.0,1.0,,,5.0,4.0,4.0,5.0,0.0,0.0,0.0,0.0,,,,,6.0,3.0,,
2017-18,919198,31,2018-05-09 20:00:00,"Etihad Stadium, Manchester",54013,Man City,Brighton,3,1,1,3,W,L,2,1,1,2,0,0,0,0,3.0,1.0,19.0,6.0,7.0,3.0,8.0,3.0,4.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,3.0,1.0,15.0,5.0,11.0,3.0,44.0,16.0,98.0,36.0,854.0,301.0,784.0,240.0,73.8,26.2,38.0,7.0,14.0,14.0,12.0,12.0,14.0,16.0,8.0,25.0,8.0,25.0,5.0,4.0,,4.0,,,,,4.0,15.0,6.0,7.0,110.0,112.0,2.0,4.0,1.0,3.0,,,58.0,33.0,33.0,58.0,21.0,10.0,10.0,21.0,4.0,3.0,4.0,3.0,,1.0,5.0,7.0,7.0,5.0,0.0,0.0,0.0,0.0,,,,,1.0,2.0,,
2017-18,919199,31,2018-03-17 15:00:00,"bet365 Stadium, Stoke",30022,Stoke,Everton,1,2,2,1,L,W,0,0,0,0,1,0,0,1,1.0,2.0,9.0,16.0,4.0,9.0,2.0,5.0,3.0,2.0,1.0,6.0,1.0,2.0,,5.0,,,1.0,2.0,7.0,15.0,6.0,9.0,24.0,33.0,51.0,59.0,344.0,431.0,256.0,346.0,43.5,56.5,21.0,21.0,19.0,19.0,12.0,11.0,12.0,7.0,17.0,14.0,17.0,14.0,15.0,18.0,3.0,3.0,,1.0,,,11.0,10.0,16.0,13.0,144.0,153.0,6.0,3.0,2.0,1.0,,,60.0,51.0,51.0,60.0,21.0,10.0,10.0,21.0,1.0,9.0,1.0,9.0,1.0,2.0,13.0,12.0,11.0,12.0,0.0,0.0,0.0,0.0,,,,,,4.0,,
2017-18,919200,31,2018-05-08 19:45:00,"Liberty Stadium, Swansea",20858,Swansea,Southampton,0,1,1,0,L,W,0,0,0,0,0,0,0,0,,1.0,11.0,13.0,3.0,8.0,5.0,3.0,3.0,2.0,,1.0,,1.0,,1.0,,,,,6.0,11.0,3.0,8.0,45.0,24.0,81.0,65.0,416.0,372.0,300.0,253.0,53.3,46.7,16.0,22.0,11.0,14.0,8.0,7.0,6.0,7.0,17.0,56.0,17.0,56.0,21.0,19.0,2.0,3.0,1.0,,,,2.0,9.0,11.0,7.0,187.0,151.0,7.0,3.0,1.0,,,1.0,71.0,65.0,65.0,71.0,36.0,45.0,45.0,36.0,7.0,6.0,7.0,6.0,,,7.0,15.0,15.0,7.0,0.0,0.0,0.0,0.0,,,,,2.0,,,
2017-18,919201,31,2018-05-09 20:00:00,"Wembley Stadium, London",54923,Spurs,Newcastle,1,0,0,1,W,L,0,0,0,0,0,0,0,0,1.0,,11.0,14.0,7.0,3.0,3.0,9.0,1.0,2.0,1.0,,,,1.0,,,1.0,1.0,,9.0,11.0,7.0,4.0,34.0,27.0,83.0,66.0,551.0,319.0,459.0,211.0,62.9,37.1,25.0,21.0,12.0,21.0,7.0,15.0,8.0,3.0,33.0,22.0,33.0,22.0,18.0,13.0,2.0,1.0,1.0,1.0,,,7.0,11.0,15.0,8.0,148.0,153.0,3.0,6.0,,1.0,1.0,,49.0,62.0,62.0,49.0,18.0,24.0,24.0,18.0,6.0,4.0,6.0,4.0,1.0,1.0,10.0,8.0,8.0,10.0,0.0,0.0,0.0,0.0,,,,,4.0,1.0,,
2017-18,919202,31,2018-05-10 19:45:00,"London Stadium, London",56902,West Ham,Man Utd,0,0,0,0,D,D,0,0,0,0,0,0,0,0,,,9.0,16.0,2.0,6.0,6.0,7.0,1.0,3.0,,,,,,,,1.0,,,7.0,13.0,3.0,7.0,18.0,23.0,63.0,63.0,476.0,601.0,395.0,519.0,44.2,55.8,18.0,20.0,15.0,16.0,10.0,11.0,15.0,7.0,17.0,14.0,17.0,14.0,16.0,16.0,2.0,1.0,1.0,1.0,,,17.0,14.0,9.0,10.0,124.0,129.0,6.0,2.0,,,1.0,1.0,49.0,63.0,63.0,49.0,9.0,18.0,18.0,9.0,1.0,6.0,1.0,6.0,1.0,1.0,12.0,12.0,11.0,12.0,0.0,0.0,0.0,0.0,,,,,1.0,2.0,,
2017-18,918912,32,2018-03-31 15:00:00,"London Stadium, London",56882,West Ham,Southampton,3,0,0,3,W,L,3,0,0,3,0,0,0,0,3.0,,12.0,9.0,5.0,,4.0,5.0,3.0,4.0,2.0,,1.0,,2.0,,1.0,,2.0,,9.0,9.0,6.0,4.0,20.0,33.0,62.0,59.0,374.0,404.0,261.0,293.0,48.1,51.9,16.0,13.0,19.0,17.0,12.0,12.0,16.0,10.0,23.0,28.0,23.0,28.0,20.0,18.0,4.0,3.0,1.0,,,2.0,12.0,9.0,10.0,12.0,169.0,164.0,,2.0,,3.0,1.0,,64.0,54.0,54.0,64.0,20.0,16.0,16.0,20.0,5.0,9.0,5.0,9.0,1.0,,9.0,16.0,16.0,9.0,0.0,0.0,0.0,0.0,,,,,1.0,,,
2017-18,919203,32,2018-04-01 13:30:00,"Emirates Stadium, London",59371,Arsenal,Stoke,3,0,0,3,W,L,0,0,0,0,0,0,0,0,3.0,,24.0,8.0,11.0,2.0,8.0,4.0,5.0,2.0,2.0,,2.0,,2.0,,1.0,1.0,,,16.0,6.0,10.0,3.0,31.0,28.0,50.0,55.0,647.0,273.0,549.0,178.0,69.6,30.4,38.0,16.0,16.0,11.0,9.0,6.0,11.0,10.0,10.0,20.0,10.0,20.0,13.0,16.0,2.0,5.0,,1.0,,,7.0,10.0,8.0,10.0,143.0,148.0,2.0,8.0,,3.0,1.0,,62.0,53.0,53.0,62.0,24.0,27.0,27.0,24.0,6.0,5.0,6.0,5.0,2.0,,9.0,13.0,13.0,9.0,0.0,0.0,0.0,0.0,2.0,,2.0,,3.0,3.0,,
2017-18,919204,32,2018-03-31 15:00:00,"Amex Stadium, Falmer",30629,Brighton,Leicester,0,2,2,0,L,W,0,0,0,0,0,1,1,0,,2.0,15.0,6.0,3.0,4.0,7.0,2.0,5.0,,2.0,1.0,,1.0,3.0,,,,,2.0,11.0,5.0,5.0,4.0,25.0,29.0,67.0,60.0,374.0,448.0,273.0,340.0,46.4,53.6,21.0,19.0,11.0,14.0,6.0,10.0,12.0,11.0,21.0,29.0,21.0,29.0,21.0,18.0,,5.0,,1.0,,,7.0,12.0,7.0,6.0,162.0,147.0,2.0,3.0,2.0,,,1.0,51.0,53.0,53.0,51.0,15.0,21.0,21.0,15.0,6.0,1.0,6.0,1.0,2.0,2.0,11.0,13.0,13.0,11.0,0.0,0.0,0.0,0.0,1.0,,,,6.0,1.0,,
2017-18,919205,32,2018-04-01 16:00:00,"Stamford Bridge, London",41364,Chelsea,Spurs,1,3,3,1,L,W,1,1,1,1,0,0,0,0,1.0,3.0,14.0,12.0,4.0,6.0,7.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,,,,,1.0,2.0,10.0,8.0,5.0,7.0,31.0,21.0,64.0,62.0,494.0,528.0,384.0,435.0,48.7,51.3,33.0,14.0,27.0,20.0,21.0,16.0,20.0,20.0,15.0,28.0,15.0,28.0,18.0,14.0,2.0,3.0,,,,1.0,10.0,10.0,14.0,21.0,172.0,157.0,3.0,3.0,3.0,1.0,,,61.0,47.0,47.0,61.0,13.0,13.0,13.0,13.0,5.0,5.0,5.0,5.0,,,4.0,11.0,11.0,4.0,0.0,0.0,0.0,0.0,,,,,4.0,3.0,,
2017-18,919206,32,2018-03-31 12:30:00,"Selhurst Park, London",25807,Crystal Palace,Liverpool,1,2,2,1,L,W,1,0,0,1,0,0,0,0,1.0,2.0,6.0,16.0,3.0,6.0,3.0,4.0,,6.0,3.0,2.0,1.0,2.0,3.0,,,,,2.0,3.0,14.0,1.0,10.0,26.0,43.0,48.0,75.0,312.0,660.0,195.0,550.0,32.2,67.8,12.0,38.0,25.0,16.0,17.0,12.0,8.0,9.0,25.0,21.0,25.0,21.0,19.0,22.0,5.0,,1.0,1.0,1.0,,10.0,15.0,10.0,17.0,186.0,175.0,4.0,2.0,2.0,1.0,,,63.0,49.0,49.0,63.0,17.0,17.0,17.0,17.0,4.0,6.0,4.0,6.0,,,6.0,8.0,6.0,6.0,0.0,0.0,0.0,0.0,1.0,,1.0,,1.0,1.0,,
2017-18,919207,32,2018-03-31 17:30:00,"Goodison Park, Liverpool",39221,Everton,Man City,1,3,3,1,L,W,0,3,3,0,0,0,0,0,1.0,3.0,6.0,18.0,2.0,4.0,4.0,8.0,,6.0,2.0,2.0,,2.0,2.0,,,,1.0,3.0,5.0,16.0,2.0,9.0,19.0,30.0,51.0,66.0,202.0,976.0,133.0,905.0,18.0,82.0,9.0,36.0,13.0,8.0,10.0,6.0,10.0,4.0,22.0,13.0,22.0,13.0,13.0,13.0,6.0,,,,,,9.0,4.0,5.0,5.0,102.0,118.0,1.0,1.0,3.0,1.0,,,36.0,37.0,37.0,36.0,12.0,12.0,12.0,12.0,2.0,11.0,2.0,11.0,1.0,,10.0,8.0,7.0,10.0,0.0,0.0,0.0,0.0,,,,,2.0,3.0,,
2017-18,919208,32,2018-03-31 15:00:00,"Old Trafford, Manchester",75038,Man Utd,Swansea,2,0,0,2,W,L,2,0,0,2,0,0,0,0,2.0,,11.0,3.0,5.0,2.0,4.0,,2.0,1.0,3.0,,,,3.0,,,,1.0,,10.0,2.0,6.0,2.0,40.0,20.0,57.0,46.0,746.0,366.0,675.0,290.0,66.5,33.5,30.0,12.0,17.0,17.0,12.0,12.0,13.0,11.0,13.0,25.0,13.0,25.0,16.0,15.0,1.0,2.0,,,,,5.0,10.0,8.0,10.0,123.0,120.0,2.0,3.0,,2.0,1.0,,51.0,30.0,30.0,51.0,11.0,4.0,4.0,11.0,3.0,3.0,3.0,3.0,,,5.0,13.0,13.0,4.0,0.0,0.0,0.0,0.0,,,,,5.0,1.0,,
2017-18,919209,32,2018-03-31 15:00:00,"St. James' Park, Newcastle",52261,Newcastle,Huddersfield,1,0,0,1,W,L,0,0,0,0,0,0,0,0,1.0,,18.0,4.0,3.0,,9.0,2.0,6.0,2.0,3.0,2.0,1.0,,3.0,2.0,,,1.0,,12.0,4.0,6.0,2.0,24.0,22.0,79.0,72.0,582.0,339.0,467.0,222.0,63.0,37.0,22.0,11.0,16.0,24.0,11.0,18.0,15.0,16.0,27.0,34.0,27.0,34.0,22.0,21.0,2.0,6.0,,1.0,,1.0,6.0,4.0,9.0,11.0,181.0,173.0,,2.0,,1.0,1.0,,48.0,55.0,55.0,48.0,18.0,17.0,17.0,18.0,3.0,3.0,3.0,3.0,1.0,,9.0,10.0,10.0,9.0,0.0,0.0,0.0,0.0,,,,,3.0,1.0,,
