season,matchId,gameweek,kickoff,ground,attendance,home_team,away_team,goalsFor_h,goalsFor_a,goalsAgainst_h,goalsAgainst_a,result_h,result_a,halfTimeFor_h,halfTimeFor_a,halfTimeAgainst_h,halfTimeAgainst_a,redCardsFor_h,redCardsFor_a,redCardsAgainst_h,redCardsAgainst_a,goals_h,goals_a,totalScoringAtt_h,totalScoringAtt_a,ontargetScoringAtt_h,ontargetScoringAtt_a,shotOffTarget_h,shotOffTarget_a,blockedScoringAtt_h,blockedScoringAtt_a,bigChanceCreated_h,bigChanceCreated_a,bigChanceScored_h,bigChanceScored_a,bigChanceMissed_h,bigChanceMissed_a,hitWoodwork_h,hitWoodwork_a,goalAssist_h,goalAssist_a,totalAttAssist_h,totalAttAssist_a,ontargetAttAssist_h,ontargetAttAssist_a,penAreaEntries_h,penAreaEntries_a,finalThirdEntries_h,finalThirdEntries_a,totalPass_h,totalPass_a,accuratePass_h,accuratePass_a,possessionPercentage_h,possessionPercentage_a,touchesInOppBox_h,touchesInOppBox_a,totalTackle_h,totalTackle_a,wonTackle_h,wonTackle_a,interception_h,interception_a,totalClearance_h,totalClearance_a,effectiveClearance_h,effectiveClearance_a,outfielderBlock_h,outfielderBlock_a,errorLeadToShot_h,errorLeadToShot_a,errorLeadToGoal_h,errorLeadToGoal_a,challengeLost_h,challengeLost_a,dispossessed_h,dispossessed_a,possLostAll_h,possLostAll_a,saves_h,saves_a,goalsConceded_h,goalsConceded_a,cleanSheet_h,cleanSheet_a,ownGoals_h,ownGoals_a,duelWon_h,duelWon_a,duelLost_h,duelLost_a,aerialWon_h,aerialWon_a,aerialLost_h,aerialLost_a,cornerTaken_h,cornerTaken_a,wonCorners_h,wonCorners_a,attSetpiece_h,attSetpiece_a,fkFoulLost_h,fkFoulLost_a,fkFoulWon_h,fkFoulWon_a,yellowCard_h,yellowCard_a,redCard_h,redCard_a,penaltyWon_h,penaltyWon_a,attPenGoal_h,attPenGoal_a,totalOffside_h,totalOffside_a,blockedPass_h,blockedPass_a
2011-12,360754,29,2012-03-18 16:00:00,"St. James' Park, Newcastle",47833,Newcastle,Norwich,1,0,0,1,W,L,1,0,0,1,0,0,0,0,1.0,,14.0,11.0,6.0,4.0,6.0,5.0,2.0,2.0,2.0,1.0,,,2.0,2.0,,,1.0,,10.0,9.0,8.0,6.0,20.0,15.0,60.0,72.0,415.0,523.0,310.0,425.0,44.2,55.8,,,20.0,17.0,14.0,12.0,19.0,13.0,16.0,38.0,12.0,21.0,2.0,2.0,1.0,,,,7.0,2.0,12.0,10.0,161.0,176.0,,,,1.0,1.0,,,,47.0,46.0,46.0,47.0,10.0,14.0,14.0,10.0,4.0,5.0,4.0,5.0,1.0,,8.0,15.0,15.0,8.0,0.0,0.0,0.0,0.0,,,,,,,,
2011-12,360755,29,2012-03-21 20:00:00,"Kiyan Prince Foundation Stadium, London",18033,QPR,Liverpool,3,2,2,3,W,L,0,0,0,0,0,0,0,0,3.0,2.0,11.0,19.0,5.0,7.0,4.0,7.0,2.0,5.0,2.0,1.0,2.0,1.0,,1.0,,1.0,3.0,,8.0,14.0,5.0,8.0,18.0,22.0,63.0,87.0,412.0,548.0,337.0,446.0,43.5,56.5,,,21.0,18.0,12.0,15.0,20.0,13.0,55.0,23.0,31.0,15.0,5.0,2.0,1.0,,,1.0,9.0,8.0,12.0,8.0,161.0,178.0,,,2.0,3.0,,,,,44.0,47.0,47.0,44.0,9.0,12.0,12.0,9.0,7.0,17.0,7.0,17.0,,,8.0,7.0,6.0,8.0,0.0,0.0,0.0,0.0,,,,,1.0,4.0,,
2011-12,360756,29,2012-03-21 19:45:00,"White Hart Lane, London",35172,Spurs,Stoke,1,1,1,1,D,D,0,0,0,0,0,0,0,0,1.0,1.0,26.0,10.0,7.0,2.0,7.0,6.0,12.0,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,18.0,6.0,13.0,3.0,21.0,15.0,71.0,68.0,488.0,275.0,391.0,190.0,64.0,36.0,,,15.0,29.0,12.0,17.0,23.0,19.0,30.0,69.0,12.0,36.0,1.0,12.0,,,,,5.0,11.0,18.0,10.0,191.0,170.0,,,1.0,1.0,,,,,44.0,60.0,60.0,44.0,8.0,16.0,16.0,8.0,13.0,1.0,13.0,1.0,,3.0,11.0,11.0,10.0,10.0,0.0,0.0,0.0,0.0,,,,,1.0,4.0,,
2011-12,360757,29,2012-03-17 15:00:00,"DW Stadium, Wigan",21379,Wigan,West Brom,1,1,1,1,D,D,0,0,0,0,0,0,0,0,1.0,1.0,21.0,10.0,5.0,1.0,14.0,6.0,2.0,3.0,4.0,1.0,1.0,1.0,5.0,,3.0,,,1.0,18.0,10.0,5.0,4.0,30.0,13.0,67.0,67.0,400.0,264.0,317.0,196.0,60.4,39.6,,,14.0,19.0,12.0,17.0,14.0,18.0,14.0,40.0,8.0,22.0,3.0,2.0,,1.0,,,8.0,3.0,12.0,11.0,155.0,146.0,,,1.0,1.0,,,,,37.0,46.0,46.0,37.0,10.0,11.0,11.0,10.0,13.0,5.0,13.0,5.0,,2.0,8.0,12.0,10.0,8.0,0.0,0.0,0.0,0.0,,,,,2.0,5.0,,
2011-12,360758,29,2012-03-18 13:30:00,"Molineux Stadium, Wolverhampton",27494,Wolves,Man Utd,0,5,5,0,L,W,0,3,3,0,1,0,0,1,,5.0,7.0,22.0,3.0,9.0,4.0,4.0,,9.0,1.0,6.0,,4.0,1.0,2.0,,,,5.0,6.0,20.0,3.0,17.0,17.0,23.0,63.0,74.0,419.0,625.0,350.0,554.0,41.1,58.9,,,11.0,18.0,8.0,12.0,23.0,15.0,15.0,23.0,10.0,15.0,9.0,,,,,,7.0,9.0,8.0,9.0,129.0,125.0,,,5.0,,,1.0,,,41.0,39.0,39.0,41.0,10.0,8.0,8.0,10.0,4.0,7.0,4.0,7.0,2.0,1.0,6.0,13.0,11.0,6.0,0.0,0.0,0.0,0.0,,,,,1.0,2.0,,
2011-12,360759,30,2012-03-24 15:00:00,"Emirates Stadium, London",60108,Arsenal,Aston Villa,3,0,0,3,W,L,2,0,0,2,0,0,0,0,3.0,,19.0,3.0,8.0,,7.0,1.0,4.0,2.0,2.0,,1.0,,2.0,,,,2.0,,14.0,3.0,9.0,2.0,20.0,13.0,63.0,52.0,609.0,232.0,535.0,158.0,71.5,28.5,,,10.0,14.0,10.0,12.0,5.0,25.0,12.0,26.0,8.0,19.0,2.0,5.0,,,,2.0,6.0,10.0,9.0,3.0,133.0,126.0,,,,3.0,1.0,,,,42.0,35.0,35.0,42.0,9.0,8.0,8.0,9.0,15.0,5.0,15.0,5.0,,1.0,7.0,13.0,13.0,7.0,0.0,0.0,0.0,0.0,,,,,2.0,3.0,,
2011-12,360760,30,2012-03-24 15:00:00,"University of Bolton Stadium, Bolton",26901,Bolton,Blackburn,2,1,1,2,W,L,2,0,0,2,0,0,0,0,2.0,1.0,17.0,11.0,4.0,3.0,9.0,6.0,4.0,2.0,3.0,,2.0,,2.0,,,,1.0,1.0,13.0,9.0,6.0,4.0,13.0,23.0,78.0,72.0,350.0,251.0,257.0,148.0,58.7,41.3,,,16.0,12.0,12.0,9.0,11.0,19.0,43.0,27.0,19.0,18.0,2.0,4.0,1.0,,,,5.0,6.0,8.0,11.0,196.0,176.0,,,1.0,2.0,,,,,41.0,40.0,40.0,41.0,16.0,15.0,15.0,16.0,11.0,4.0,11.0,4.0,,1.0,8.0,4.0,3.0,8.0,0.0,0.0,0.0,0.0,,,,,1.0,2.0,,
2011-12,360761,30,2012-03-24 12:45:00,"Stamford Bridge, London",41830,Chelsea,Spurs,0,0,0,0,D,D,0,0,0,0,0,0,0,0,,,9.0,20.0,2.0,4.0,3.0,11.0,4.0,5.0,,2.0,,,,5.0,1.0,1.0,,,7.0,14.0,5.0,4.0,32.0,15.0,84.0,61.0,383.0,489.0,303.0,415.0,45.4,54.6,,,20.0,17.0,16.0,13.0,11.0,20.0,21.0,38.0,8.0,21.0,6.0,4.0,,,,,10.0,5.0,16.0,14.0,157.0,143.0,,,,,1.0,1.0,,,47.0,46.0,46.0,47.0,12.0,9.0,9.0,12.0,6.0,4.0,6.0,5.0,,2.0,11.0,13.0,10.0,10.0,0.0,0.0,0.0,0.0,,,,,2.0,,,
2011-12,360762,30,2012-03-24 15:00:00,"Anfield, Liverpool",44431,Liverpool,Wigan,1,2,2,1,L,W,0,1,1,0,0,0,0,0,1.0,2.0,19.0,8.0,5.0,2.0,6.0,2.0,8.0,4.0,1.0,,1.0,1.0,,2.0,,,1.0,,14.0,2.0,10.0,1.0,42.0,17.0,85.0,64.0,525.0,410.0,433.0,303.0,56.9,43.1,,,15.0,21.0,10.0,17.0,8.0,24.0,11.0,34.0,3.0,17.0,4.0,7.0,,,,,9.0,10.0,13.0,9.0,174.0,171.0,,,2.0,1.0,,,,,45.0,49.0,49.0,45.0,10.0,6.0,6.0,10.0,6.0,,6.0,,,1.0,17.0,10.0,10.0,13.0,0.0,0.0,0.0,0.0,,1.0,,1.0,2.0,1.0,,
2011-12,360763,30,2012-03-26 20:00:00,"Old Trafford, Manchester",75570,Man Utd,Fulham,1,0,0,1,W,L,1,0,0,1,0,0,0,0,1.0,,21.0,7.0,9.0,2.0,4.0,1.0,8.0,4.0,3.0,,1.0,,3.0,,,,1.0,,15.0,7.0,14.0,6.0,25.0,13.0,83.0,46.0,708.0,487.0,624.0,392.0,59.5,40.5,,,15.0,22.0,13.0,16.0,18.0,25.0,32.0,30.0,18.0,16.0,4.0,9.0,,,,1.0,6.0,12.0,19.0,10.0,158.0,151.0,,,,1.0,1.0,,,,43.0,51.0,51.0,43.0,10.0,6.0,6.0,10.0,7.0,1.0,7.0,1.0,,,17.0,6.0,6.0,17.0,0.0,0.0,0.0,0.0,,,,,2.0,,,
2011-12,360764,30,2012-03-24 15:00:00,"Carrow Road, Norwich",26752,Norwich,Wolves,2,1,1,2,W,L,2,1,1,2,1,0,0,1,2.0,1.0,14.0,13.0,4.0,2.0,4.0,5.0,6.0,6.0,1.0,,2.0,,,,,,1.0,1.0,7.0,8.0,6.0,4.0,26.0,26.0,84.0,85.0,528.0,292.0,422.0,191.0,62.4,37.6,,,17.0,17.0,13.0,14.0,11.0,23.0,59.0,34.0,27.0,19.0,6.0,5.0,,,,,5.0,7.0,14.0,11.0,194.0,189.0,,,1.0,2.0,,,,,42.0,46.0,46.0,42.0,10.0,12.0,12.0,10.0,5.0,5.0,5.0,5.0,,3.0,12.0,10.0,8.0,12.0,0.0,0.0,0.0,0.0,1.0,,1.0,,3.0,5.0,,
2011-12,360765,30,2012-03-24 17:30:00,"bet365 Stadium, Stoke",27535,Stoke,Man City,1,1,1,1,D,D,0,0,0,0,0,0,0,0,1.0,1.0,11.0,16.0,3.0,6.0,7.0,5.0,1.0,5.0,1.0,2.0,,,1.0,2.0,,,1.0,1.0,8.0,13.0,3.0,8.0,20.0,30.0,66.0,59.0,229.0,504.0,154.0,422.0,32.5,67.5,,,16.0,25.0,12.0,18.0,16.0,10.0,33.0,31.0,15.0,19.0,5.0,1.0,,,1.0,,3.0,7.0,18.0,12.0,155.0,148.0,5.0,1.0,1.0,1.0,,,,,51.0,59.0,59.0,51.0,15.0,16.0,16.0,15.0,5.0,7.0,5.0,7.0,1.0,,15.0,14.0,13.0,15.0,0.0,0.0,0.0,0.0,,,,,1.0,,,
2011-12,360766,30,2012-03-24 15:00:00,"Stadium of Light, Sunderland",37128,Sunderland,QPR,3,1,1,3,W,L,1,0,0,1,0,1,1,0,3.0,1.0,17.0,11.0,4.0,1.0,8.0,5.0,5.0,5.0,1.0,,1.0,,,,2.0,,2.0,,11.0,8.0,5.0,3.0,15.0,19.0,69.0,66.0,429.0,404.0,331.0,296.0,51.5,48.5,,,16.0,15.0,10.0,10.0,18.0,11.0,23.0,24.0,10.0,10.0,5.0,5.0,,,,1.0,6.0,6.0,7.0,9.0,174.0,176.0,,,1.0,3.0,,,,,50.0,46.0,46.0,50.0,19.0,14.0,14.0,19.0,5.0,2.0,5.0,2.0,1.0,1.0,11.0,9.0,9.0,11.0,0.0,0.0,0.0,0.0,,,,,2.0,2.0,,
2011-12,360767,30,2012-03-24 15:00:00,"Liberty Stadium, Swansea",20509,Swansea,Everton,0,2,2,0,L,W,0,0,0,0,0,0,0,0,,2.0,11.0,15.0,1.0,5.0,7.0,7.0,3.0,3.0,,5.0,,1.0,,4.0,,,,1.0,8.0,11.0,3.0,6.0,16.0,16.0,61.0,60.0,554.0,323.0,475.0,249.0,62.0,38.0,,,18.0,12.0,13.0,9.0,19.0,20.0,27.0,18.0,13.0,11.0,3.0,3.0,,,,,2.0,5.0,11.0,12.0,141.0,140.0,,,2.0,,,1.0,,,46.0,36.0,36.0,46.0,12.0,12.0,12.0,12.0,3.0,3.0,3.0,3.0,,2.0,10.0,12.0,11.0,10.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,,
2011-12,360768,30,2012-03-25 16:00:00,"The Hawthorns, West Bromwich",25049,West Brom,Newcastle,1,3,3,1,L,W,0,3,3,0,0,0,0,0,1.0,3.0,17.0,11.0,2.0,7.0,9.0,3.0,6.0,1.0,,2.0,1.0,2.0,,1.0,,,,3.0,11.0,5.0,2.0,4.0,18.0,11.0,54.0,65.0,413.0,418.0,294.0,313.0,51.1,48.9,,,22.0,18.0,15.0,15.0,10.0,20.0,8.0,42.0,4.0,28.0,1.0,5.0,,,,1.0,6.0,12.0,10.0,19.0,197.0,182.0,4.0,1.0,3.0,1.0,,,,,56.0,43.0,43.0,56.0,18.0,8.0,8.0,18.0,10.0,4.0,10.0,4.0,1.0,,11.0,4.0,4.0,11.0,0.0,0.0,0.0,0.0,,,,,4.0,3.0,3.0,
2011-12,360769,31,2012-03-31 15:00:00,"Villa Park, Birmingham",34740,Aston Villa,Chelsea,2,4,4,2,L,W,0,1,1,0,0,0,0,0,2.0,4.0,9.0,13.0,5.0,7.0,4.0,3.0,,3.0,1.0,3.0,1.0,3.0,,1.0,,1.0,2.0,3.0,8.0,9.0,4.0,7.0,28.0,20.0,80.0,53.0,328.0,444.0,253.0,351.0,44.4,55.6,,,13.0,7.0,10.0,6.0,24.0,10.0,27.0,43.0,15.0,24.0,4.0,,,,,1.0,8.0,2.0,4.0,10.0,147.0,159.0,,,4.0,2.0,,,,,32.0,39.0,39.0,32.0,11.0,9.0,9.0,11.0,6.0,4.0,6.0,4.0,,,15.0,6.0,6.0,15.0,0.0,0.0,0.0,0.0,,,,,2.0,3.0,,
2011-12,360770,31,2012-04-02 20:00:00,"Ewood Park, Blackburn",26532,Blackburn,Man Utd,0,2,2,0,L,W,0,0,0,0,0,0,0,0,,2.0,11.0,13.0,4.0,5.0,5.0,5.0,2.0,3.0,,1.0,,,,1.0,,1.0,,2.0,7.0,11.0,3.0,7.0,14.0,20.0,66.0,68.0,254.0,701.0,181.0,642.0,26.7,73.3,,,15.0,15.0,9.0,11.0,16.0,4.0,42.0,40.0,21.0,24.0,3.0,2.0,1.0,1.0,,,7.0,4.0,7.0,11.0,143.0,152.0,,,2.0,,,1.0,,,34.0,40.0,40.0,34.0,10.0,9.0,9.0,10.0,2.0,10.0,2.0,10.0,,,11.0,5.0,5.0,9.0,0.0,0.0,0.0,0.0,,,,,,1.0,,
2011-12,360771,31,2012-03-31 15:00:00,"Goodison Park, Liverpool",32051,Everton,West Brom,2,0,0,2,W,L,1,0,0,1,0,0,0,0,2.0,,17.0,9.0,7.0,2.0,6.0,3.0,4.0,4.0,1.0,,,,1.0,1.0,,,2.0,,14.0,7.0,9.0,4.0,20.0,22.0,74.0,86.0,481.0,414.0,387.0,326.0,53.3,46.7,,,17.0,13.0,13.0,8.0,20.0,16.0,23.0,26.0,15.0,14.0,3.0,4.0,,,,,8.0,7.0,9.0,10.0,158.0,164.0,,,,2.0,1.0,,,,42.0,36.0,36.0,42.0,6.0,7.0,7.0,6.0,5.0,2.0,5.0,2.0,,,8.0,12.0,12.0,8.0,0.0,0.0,0.0,0.0,,,,,1.0,3.0,,
2011-12,360772,31,2012-03-31 15:00:00,"Craven Cottage, London",25700,Fulham,Norwich,2,1,1,2,W,L,2,0,0,2,0,0,0,0,2.0,1.0,15.0,16.0,8.0,4.0,4.0,8.0,3.0,4.0,1.0,,2.0,,1.0,,2.0,,1.0,1.0,11.0,13.0,7.0,6.0,22.0,43.0,50.0,91.0,405.0,664.0,307.0,572.0,38.1,61.9,,,19.0,16.0,15.0,8.0,16.0,16.0,41.0,26.0,22.0,13.0,4.0,4.0,,,,,2.0,4.0,9.0,14.0,161.0,160.0,,,1.0,2.0,,,,,45.0,33.0,33.0,45.0,13.0,4.0,4.0,13.0,6.0,7.0,6.0,7.0,3.0,,12.0,9.0,9.0,11.0,0.0,0.0,0.0,0.0,,,,,3.0,,,
2011-12,360773,31,2012-03-31 15:00:00,"Etihad Stadium, Manchester",47007,Man City,Sunderland,3,3,3,3,D,D,1,2,2,1,0,0,0,0,3.0,3.0,26.0,9.0,7.0,3.0,8.0,4.0,11.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,2.0,3.0,16.0,8.0,10.0,4.0,32.0,12.0,79.0,59.0,527.0,294.0,454.0,215.0,64.1,35.9,,,12.0,22.0,10.0,16.0,21.0,5.0,21.0,48.0,14.0,27.0,2.0,10.0,1.0,,,,1.0,3.0,11.0,6.0,157.0,148.0,,,3.0,3.0,,,,,33.0,41.0,41.0,33.0,4.0,6.0,6.0,4.0,17.0,5.0,17.0,5.0,2.0,,12.0,14.0,14.0,12.0,0.0,0.0,0.0,0.0,1.0,,1.0,,2.0,,,
2011-12,360774,31,2012-04-01 13:30:00,"St. James' Park, Newcastle",52363,Newcastle,Liverpool,2,0,0,2,W,L,1,0,0,1,0,1,1,0,2.0,,10.0,9.0,3.0,2.0,4.0,3.0,3.0,4.0,,,1.0,,,1.0,1.0,2.0,2.0,,10.0,5.0,6.0,3.0,17.0,19.0,69.0,70.0,453.0,462.0,362.0,370.0,48.6,51.4,,,17.0,19.0,11.0,12.0,18.0,10.0,28.0,14.0,12.0,8.0,5.0,3.0,1.0,1.0,,,7.0,7.0,10.0,10.0,149.0,156.0,,,,2.0,1.0,,,,44.0,50.0,50.0,44.0,10.0,14.0,14.0,10.0,3.0,6.0,3.0,6.0,2.0,1.0,10.0,12.0,10.0,10.0,0.0,0.0,0.0,0.0,,,,,2.0,5.0,,
2011-12,360775,31,2012-03-31 15:00:00,"Kiyan Prince Foundation Stadium, London",18033,QPR,Arsenal,2,1,1,2,W,L,1,1,1,1,0,0,0,0,2.0,1.0,11.0,13.0,6.0,6.0,3.0,5.0,2.0,2.0,,1.0,,1.0,,1.0,,1.0,2.0,,9.0,8.0,6.0,4.0,14.0,27.0,58.0,77.0,295.0,649.0,206.0,554.0,32.3,67.7,,,32.0,24.0,21.0,17.0,22.0,22.0,24.0,16.0,12.0,12.0,2.0,2.0,,,,1.0,8.0,10.0,17.0,21.0,164.0,165.0,,,1.0,2.0,,,,,56.0,54.0,54.0,56.0,5.0,8.0,8.0,5.0,4.0,6.0,4.0,6.0,2.0,,15.0,10.0,9.0,14.0,0.0,0.0,0.0,0.0,,,,,6.0,3.0,,
2011-12,360776,31,2012-04-01 16:00:00,"White Hart Lane, London",36174,Spurs,Swansea,3,1,1,3,W,L,1,0,0,1,0,0,0,0,3.0,1.0,20.0,11.0,9.0,2.0,9.0,4.0,2.0,5.0,2.0,,2.0,,,,,1.0,2.0,1.0,16.0,8.0,10.0,5.0,13.0,7.0,52.0,32.0,404.0,609.0,348.0,528.0,40.7,59.3,,,31.0,22.0,24.0,17.0,30.0,15.0,12.0,17.0,8.0,11.0,5.0,2.0,,,,,11.0,11.0,16.0,20.0,119.0,146.0,,,1.0,3.0,,,,,57.0,49.0,49.0,57.0,3.0,6.0,6.0,3.0,7.0,6.0,7.0,7.0,,,10.0,12.0,12.0,10.0,0.0,0.0,0.0,0.0,,,,,1.0,2.0,,
2011-12,360777,31,2012-03-31 15:00:00,"DW Stadium, Wigan",19786,Wigan,Stoke,2,0,0,2,W,L,0,0,0,0,0,0,0,0,2.0,,14.0,5.0,6.0,1.0,3.0,4.0,5.0,,2.0,,1.0,,3.0,,,,1.0,,11.0,4.0,8.0,1.0,16.0,17.0,62.0,81.0,449.0,284.0,355.0,197.0,60.8,39.2,,,21.0,13.0,11.0,8.0,16.0,14.0,26.0,40.0,9.0,23.0,,5.0,1.0,2.0,,1.0,4.0,7.0,8.0,15.0,164.0,164.0,,,,2.0,1.0,,,,48.0,45.0,45.0,48.0,6.0,15.0,15.0,6.0,8.0,1.0,8.0,1.0,4.0,2.0,16.0,14.0,14.0,13.0,0.0,0.0,0.0,0.0,,,,,,5.0,,
2011-12,360778,31,2012-03-31 15:00:00,"Molineux Stadium, Wolverhampton",25215,Wolves,Bolton,2,3,3,2,L,W,0,0,0,0,0,0,0,0,2.0,3.0,16.0,20.0,6.0,7.0,7.0,9.0,3.0,4.0,2.0,4.0,,2.0,2.0,4.0,1.0,1.0,1.0,1.0,13.0,14.0,7.0,8.0,23.0,23.0,77.0,77.0,295.0,302.0,207.0,202.0,50.9,49.1,,,14.0,15.0,11.0,9.0,9.0,17.0,56.0,40.0,36.0,22.0,4.0,4.0,,,,,6.0,4.0,10.0,6.0,183.0,178.0,,,3.0,2.0,,,,,55.0,45.0,45.0,55.0,26.0,12.0,12.0,26.0,13.0,5.0,13.0,4.0,,,12.0,11.0,11.0,12.0,0.0,0.0,0.0,0.0,,1.0,,1.0,4.0,,,
2011-12,360779,32,2012-04-08 16:00:00,"Emirates Stadium, London",60096,Arsenal,Man City,1,0,0,1,W,L,0,0,0,0,0,1,1,0,1.0,,13.0,6.0,5.0,,6.0,3.0,2.0,3.0,4.0,1.0,,,5.0,1.0,3.0,,,,9.0,4.0,6.0,2.0,25.0,11.0,74.0,47.0,539.0,297.0,440.0,223.0,64.5,35.5,,,27.0,17.0,21.0,11.0,15.0,23.0,14.0,43.0,8.0,21.0,2.0,3.0,,,,1.0,12.0,11.0,10.0,20.0,175.0,165.0,,,,1.0,1.0,,,,64.0,54.0,54.0,64.0,12.0,13.0,13.0,12.0,7.0,6.0,7.0,6.0,,,14.0,16.0,14.0,12.0,0.0,0.0,0.0,0.0,,,,,3.0,5.0,,
2011-12,360780,32,2012-04-07 15:00:00,"University of Bolton Stadium, Bolton",21939,Bolton,Fulham,0,3,3,0,L,W,0,2,2,0,0,0,0,0,,3.0,12.0,11.0,1.0,6.0,7.0,3.0,4.0,2.0,,4.0,,2.0,,2.0,,,,2.0,9.0,9.0,3.0,6.0,27.0,12.0,74.0,58.0,449.0,428.0,363.0,345.0,52.4,47.6,,,12.0,17.0,10.0,13.0,17.0,20.0,26.0,43.0,16.0,17.0,2.0,3.0,,,,,9.0,4.0,12.0,9.0,166.0,154.0,,,3.0,,,1.0,,,38.0,49.0,49.0,38.0,15.0,11.0,11.0,15.0,5.0,3.0,5.0,3.0,,,12.0,10.0,7.0,12.0,0.0,0.0,0.0,0.0,,,,,,4.0,,
2011-12,360781,32,2012-04-07 15:00:00,"Stamford Bridge, London",40651,Chelsea,Wigan,2,1,1,2,W,L,0,0,0,0,0,0,0,0,2.0,1.0,20.0,11.0,8.0,4.0,9.0,5.0,3.0,2.0,2.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,15.0,9.0,9.0,5.0,24.0,18.0,78.0,58.0,434.0,368.0,366.0,291.0,54.7,45.3,,,20.0,26.0,17.0,19.0,13.0,18.0,16.0,21.0,10.0,13.0,2.0,4.0,,,,,4.0,8.0,20.0,12.0,143.0,142.0,,,1.0,2.0,,,,,48.0,44.0,44.0,48.0,9.0,,,9.0,5.0,3.0,5.0,3.0,2.0,1.0,14.0,12.0,11.0,14.0,0.0,0.0,0.0,0.0,,,,,3.0,5.0,,
2011-12,360782,32,2012-04-07 15:00:00,"Anfield, Liverpool",44321,Liverpool,Aston Villa,1,1,1,1,D,D,0,1,1,0,0,0,0,0,1.0,1.0,24.0,5.0,5.0,2.0,17.0,2.0,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,4.0,,,1.0,19.0,4.0,5.0,3.0,34.0,19.0,87.0,77.0,612.0,261.0,509.0,167.0,69.6,30.4,,,12.0,12.0,12.0,12.0,8.0,28.0,16.0,61.0,9.0,35.0,1.0,2.0,,,,,2.0,9.0,8.0,7.0,181.0,172.0,,,1.0,1.0,,,,,41.0,26.0,26.0,41.0,11.0,8.0,8.0,11.0,11.0,3.0,11.0,3.0,1.0,,5.0,10.0,9.0,4.0,0.0,0.0,0.0,0.0,,,,,1.0,,,
2011-12,360783,32,2012-04-08 13:30:00,"Old Trafford, Manchester",75505,Man Utd,QPR,2,0,0,2,W,L,1,0,0,1,0,1,1,0,2.0,,27.0,9.0,10.0,,12.0,2.0,5.0,7.0,3.0,,1.0,,3.0,,2.0,,1.0,,19.0,7.0,9.0,6.0,35.0,4.0,77.0,39.0,734.0,270.0,665.0,211.0,72.4,27.6,,,18.0,19.0,14.0,16.0,11.0,22.0,14.0,41.0,10.0,21.0,7.0,5.0,1.0,,,1.0,3.0,5.0,16.0,10.0,135.0,121.0,,,,2.0,1.0,,,,36.0,45.0,45.0,36.0,3.0,11.0,11.0,3.0,11.0,5.0,11.0,5.0,,1.0,13.0,11.0,10.0,12.0,0.0,0.0,0.0,0.0,1.0,,1.0,,3.0,,,
2011-12,360784,32,2012-04-07 15:00:00,"Carrow Road, Norwich",26554,Norwich,Everton,2,2,2,2,D,D,1,1,1,1,0,0,0,0,2.0,2.0,15.0,10.0,6.0,5.0,3.0,2.0,6.0,3.0,1.0,,1.0,,,1.0,,1.0,2.0,2.0,8.0,6.0,5.0,6.0,23.0,19.0,85.0,80.0,431.0,469.0,315.0,333.0,48.3,51.7,,,17.0,13.0,13.0,10.0,19.0,19.0,45.0,25.0,23.0,13.0,3.0,6.0,,,,,4.0,2.0,8.0,16.0,186.0,201.0,,,2.0,2.0,,,,,48.0,38.0,38.0,48.0,12.0,14.0,14.0,12.0,2.0,4.0,2.0,4.0,1.0,1.0,7.0,18.0,17.0,7.0,0.0,0.0,0.0,0.0,,,,,3.0,2.0,,
2011-12,360785,32,2012-04-07 17:30:00,"bet365 Stadium, Stoke",27005,Stoke,Wolves,2,1,1,2,W,L,1,1,1,1,0,0,0,0,2.0,1.0,13.0,12.0,4.0,4.0,7.0,3.0,2.0,5.0,2.0,1.0,,,2.0,1.0,,,2.0,1.0,9.0,7.0,4.0,4.0,35.0,19.0,86.0,78.0,298.0,343.0,200.0,234.0,46.2,53.8,,,14.0,13.0,9.0,12.0,8.0,13.0,56.0,43.0,28.0,24.0,5.0,1.0,,,1.0,,5.0,3.0,8.0,4.0,184.0,191.0,,,1.0,2.0,,,,,52.0,38.0,38.0,52.0,24.0,12.0,12.0,24.0,3.0,8.0,3.0,8.0,2.0,2.0,8.0,12.0,11.0,8.0,0.0,0.0,0.0,0.0,,,,,3.0,1.0,,
2011-12,360786,32,2012-04-07 12:45:00,"Stadium of Light, Sunderland",39335,Sunderland,Spurs,0,0,0,0,D,D,0,0,0,0,0,0,0,0,,,12.0,16.0,3.0,1.0,4.0,8.0,5.0,7.0,,2.0,,,,2.0,,,,,9.0,10.0,6.0,5.0,16.0,16.0,48.0,70.0,267.0,684.0,197.0,604.0,29.3,70.7,,,22.0,24.0,15.0,15.0,17.0,25.0,32.0,28.0,18.0,18.0,7.0,4.0,,,,,10.0,4.0,17.0,12.0,140.0,147.0,,,,,1.0,1.0,,,46.0,61.0,61.0,46.0,10.0,15.0,15.0,10.0,11.0,4.0,11.0,4.0,2.0,2.0,13.0,11.0,10.0,12.0,0.0,0.0,0.0,0.0,,,,,1.0,2.0,,
