season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyMiss,penaltyWon,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest
2015-16,6768160,16,31,Crystal_Palace,Home,19593,19197.0,Jason Puncheon,jason-puncheon,M,False,3.0,,3.0,19.0,9.0,25.0,1.0,,9.0,,,1.0,3.0,,,2.0,6.0,8.0,,,,,,,,2.0,,,85.0,,,,,,,,7.5,,,,,5.0,4.0,,9.0,,29.0,11.0,36.0,1,3.0,58.0,1.0,,5.0
2015-16,6768160,16,31,Crystal_Palace,Home,20278,19188.0,Scott Dann,scott-dann,D,False,,,3.0,6.0,5.0,11.0,3.0,3.0,2.0,,,,,,,,3.0,3.0,,,,,,,,,1.0,,90.0,,1.0,,,,,,7.0,,,,6.0,,,,4.0,1.0,7.0,6.0,13.0,0,,22.0,,1.0,
2015-16,6768160,16,31,Crystal_Palace,Home,27771,28541.0,Fraizer Campbell,fraizer-campbell,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768160,16,31,Crystal_Palace,Home,38130,49438.0,Jordon Mutch,jordon-mutch,M,True,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,6.3,,,,,,1.0,,2.0,,5.0,1.0,5.0,0,,6.0,,,
2015-16,6768160,16,31,Crystal_Palace,Home,38639,75773.0,Chung-yong Lee,chung-yong-lee,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768160,16,31,Crystal_Palace,Home,39183,55494.0,Joel Ward,joel-ward,D,False,,,1.0,15.0,5.0,20.0,3.0,1.0,6.0,,,1.0,1.0,,,,4.0,5.0,,,,,,,,2.0,,,90.0,,,,,,,,7.4,,,,5.0,,1.0,,8.0,,24.0,9.0,32.0,1,3.0,61.0,,1.0,
2015-16,6768160,16,31,Crystal_Palace,Home,39282,50471.0,James McArthur,james-mcarthur,M,False,,,3.0,11.0,15.0,26.0,2.0,3.0,5.0,,,,1.0,,,2.0,9.0,7.0,,,3.0,,,,,2.0,1.0,,90.0,,1.0,,,,,,6.7,,,,1.0,1.0,,,4.0,,17.0,15.0,32.0,0,3.0,45.0,,1.0,
2015-16,6768160,16,31,Crystal_Palace,Home,39472,58786.0,Martin Kelly,martin-kelly,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768160,16,31,Crystal_Palace,Home,45502,58376.0,Alex McCarthy,alex-mccarthy,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768160,16,31,Crystal_Palace,Home,46620,55452.0,Yannick Bolasie,yannick-bolasie,F,False,,,,11.0,3.0,14.0,2.0,1.0,6.0,1.0,,1.0,,,,2.0,7.0,8.0,,,1.0,1.0,,,,,2.0,,90.0,1.0,1.0,,,,,,7.5,,,1.0,,5.0,7.0,,,1.0,23.0,3.0,19.0,3,3.0,48.0,3.0,1.0,3.0
2015-16,6768160,16,31,Crystal_Palace,Home,50485,59125.0,Connor Wickham,connor-wickham,F,False,,,1.0,5.0,8.0,13.0,7.0,6.0,,,,,,,,1.0,10.0,7.0,,,2.0,,,,,,,,89.0,2.0,,,,,,,6.8,,,,1.0,,,,2.0,,13.0,9.0,22.0,2,,33.0,3.0,2.0,
2015-16,6768160,16,31,Crystal_Palace,Home,84686,79228.0,Pape Souaré,pape-souare,M,False,,,,9.0,7.0,16.0,,,1.0,,,,1.0,,,,3.0,2.0,,,1.0,,,,,,,,90.0,,,,,,,,6.5,,,,4.0,2.0,1.0,,7.0,,17.0,11.0,27.0,0,,50.0,1.0,1.0,1.0
2015-16,6768160,16,31,Crystal_Palace,Home,111850,82403.0,Wilfried Zaha,wilfried-zaha,M,False,,,1.0,10.0,4.0,14.0,,,6.0,,,1.0,,,,1.0,2.0,10.0,,,,,,,,,1.0,,90.0,,,,,,,,7.6,,,2.0,2.0,6.0,3.0,,4.0,1.0,19.0,6.0,22.0,3,3.0,49.0,4.0,2.0,5.0
2015-16,6768170,17,31,Crystal_Palace,Away,631,11554.0,Julián Speroni,julian-speroni,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768170,17,31,Crystal_Palace,Away,3233,15675.0,Marouane Chamakh,marouane-chamakh,F,True,,,,9.0,1.0,10.0,2.0,2.0,,,,,,,,1.0,4.0,5.0,,,1.0,,,,,,,,26.0,,1.0,,,,,,6.7,,,1.0,,,,,,,10.0,2.0,12.0,1,2.0,20.0,2.0,1.0,
2015-16,6768170,17,31,Crystal_Palace,Away,6381,15284.0,Brede Hangeland,brede-hangeland,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768170,17,31,Crystal_Palace,Away,9921,18805.0,Joe Ledley,joe-ledley,M,False,,,,7.0,21.0,28.0,1.0,1.0,8.0,,,,1.0,,,,2.0,3.0,,,,,,,,,1.0,,90.0,,2.0,,,,,,6.6,,,,1.0,,3.0,,3.0,,15.0,23.0,35.0,0,2.0,45.0,2.0,,
2015-16,6768170,17,31,Crystal_Palace,Away,10038,7906.0,Damien Delaney,damien-delaney,D,False,,,1.0,3.0,21.0,24.0,2.0,4.0,2.0,,,1.0,,,,,3.0,5.0,,,2.0,,,,,1.0,1.0,,90.0,,2.0,,1.0,,,,6.3,,,,3.0,,,,10.0,,13.0,22.0,35.0,1,1.0,45.0,,,
2015-16,6768170,17,31,Crystal_Palace,Away,16620,20066.0,Wayne Hennessey,wayne-hennessey,G,False,,1.0,9.0,6.0,9.0,15.0,,,10.0,,,,,,,,,,,,,,,1.0,,,,,90.0,,,,,,,1.0,6.9,2.0,4.0,,1.0,,,1.0,34.0,,30.0,10.0,40.0,0,,49.0,,,
2015-16,6768170,17,31,Crystal_Palace,Away,19593,19197.0,Jason Puncheon,jason-puncheon,M,False,,,5.0,15.0,16.0,31.0,,,7.0,,,,,,,,1.0,2.0,,,1.0,,,,,,1.0,,79.0,,,,,,,,6.8,,,,,,,,10.0,,24.0,16.0,40.0,0,1.0,42.0,,1.0,
2015-16,6768170,17,31,Crystal_Palace,Away,20278,19188.0,Scott Dann,scott-dann,D,False,,,5.0,8.0,19.0,27.0,2.0,2.0,2.0,,,,1.0,,,,3.0,4.0,,,,,,,,1.0,,,90.0,,2.0,,,,,,6.9,,,,9.0,1.0,,,9.0,,14.0,20.0,34.0,0,1.0,50.0,,,1.0
2015-16,6768170,17,31,Crystal_Palace,Away,38130,49438.0,Jordon Mutch,jordon-mutch,M,True,,,,3.0,,3.0,,,,,,,,,,,,,,,,,,,,1.0,,,11.0,,,,,,,,6.7,,,1.0,,,,,,,4.0,,4.0,1,,8.0,1.0,,
2015-16,6768170,17,31,Crystal_Palace,Away,38639,75773.0,Chung-yong Lee,chung-yong-lee,M,True,,,1.0,4.0,2.0,6.0,,,2.0,1.0,,,,,,,,2.0,,,,,1.0,,,,1.0,,9.0,1.0,,,,,,,8.1,,,,1.0,1.0,,,1.0,,6.0,2.0,8.0,1,1.0,12.0,,,1.0
2015-16,6768170,17,31,Crystal_Palace,Away,39183,55494.0,Joel Ward,joel-ward,D,False,,,,13.0,7.0,20.0,1.0,,3.0,,,,,,,2.0,4.0,3.0,,,1.0,,,,,4.0,,,90.0,,1.0,,,,,,6.7,,,,4.0,,,,3.0,,16.0,8.0,24.0,0,2.0,57.0,,1.0,
2015-16,6768170,17,31,Crystal_Palace,Away,39282,50471.0,James McArthur,james-mcarthur,M,False,,,2.0,17.0,13.0,30.0,3.0,1.0,4.0,,1.0,1.0,2.0,,,3.0,12.0,3.0,,,4.0,,,,,2.0,,,90.0,,1.0,,,,,,6.0,,,1.0,,,,,2.0,,19.0,14.0,33.0,2,2.0,46.0,1.0,,
2015-16,6768170,17,31,Crystal_Palace,Away,39472,58786.0,Martin Kelly,martin-kelly,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768170,17,31,Crystal_Palace,Away,46620,55452.0,Yannick Bolasie,yannick-bolasie,F,False,3.0,,1.0,9.0,5.0,11.0,1.0,1.0,4.0,1.0,1.0,,,,,2.0,5.0,12.0,,,,,,,,1.0,2.0,,90.0,1.0,1.0,,,,,,8.0,,,3.0,3.0,9.0,5.0,,2.0,1.0,12.0,6.0,13.0,4,3.0,45.0,2.0,1.0,7.0
2015-16,6768170,17,31,Crystal_Palace,Away,50485,59125.0,Connor Wickham,connor-wickham,F,False,,,,8.0,1.0,9.0,10.0,1.0,,,,,3.0,,,1.0,14.0,1.0,,,,,1.0,,,1.0,,,64.0,1.0,,,,,,,6.6,,,1.0,,,,,1.0,,19.0,3.0,22.0,2,,29.0,2.0,,
2015-16,6768170,17,31,Crystal_Palace,Away,84686,79228.0,Pape Souaré,pape-souare,M,False,,,1.0,7.0,13.0,20.0,,,6.0,,,,,,,1.0,1.0,1.0,,1.0,,,,,,1.0,,,90.0,,1.0,,,,,,6.3,,,,4.0,,2.0,,7.0,,11.0,19.0,28.0,0,1.0,50.0,2.0,,
2015-16,6768170,17,31,Crystal_Palace,Away,111850,82403.0,Wilfried Zaha,wilfried-zaha,M,False,1.0,,,5.0,3.0,7.0,,,9.0,,,,2.0,,,2.0,10.0,3.0,,,3.0,,,,,,1.0,,81.0,,,,,,1.0,,5.9,,,,,4.0,4.0,,4.0,,13.0,5.0,14.0,0,,35.0,4.0,2.0,1.0
2015-16,6768170,17,31,Crystal_Palace,Away,204336,106617.0,Patrick Bamford,patrick-bamford,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768189,18,31,Crystal_Palace,Away,3233,15675.0,Marouane Chamakh,marouane-chamakh,F,True,,,1.0,7.0,1.0,8.0,,1.0,1.0,,,,,,,,1.0,4.0,,,1.0,,,,,,,,22.0,,,,,,,,6.8,,,,1.0,1.0,,,1.0,,9.0,1.0,10.0,0,1.0,16.0,1.0,1.0,1.0
2015-16,6768189,18,31,Crystal_Palace,Away,3574,27341.0,Yohan Cabaye,yohan-cabaye,M,True,1.0,,2.0,5.0,8.0,12.0,,,5.0,,,,1.0,,,,1.0,4.0,,,,,,,,3.0,,,45.0,,,,,,,,7.1,,,,,,4.0,,4.0,,12.0,9.0,17.0,0,4.0,31.0,1.0,,
2015-16,6768189,18,31,Crystal_Palace,Away,6381,15284.0,Brede Hangeland,brede-hangeland,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768189,18,31,Crystal_Palace,Away,9921,18805.0,Joe Ledley,joe-ledley,M,False,,,2.0,11.0,11.0,22.0,,1.0,2.0,,,,2.0,,,,2.0,6.0,,,,,,,,2.0,,,74.0,,,,,,,,7.0,,,,3.0,1.0,,,2.0,,16.0,13.0,29.0,0,2.0,43.0,1.0,2.0,1.0
2015-16,6768189,18,31,Crystal_Palace,Away,10038,7906.0,Damien Delaney,damien-delaney,D,False,1.0,,8.0,10.0,21.0,30.0,3.0,,5.0,,,,1.0,,,,5.0,3.0,,,2.0,,,,,3.0,1.0,,90.0,1.0,,,,,,,7.5,,,,3.0,,1.0,,18.0,,20.0,24.0,43.0,1,2.0,57.0,,1.0,
2015-16,6768189,18,31,Crystal_Palace,Away,16620,20066.0,Wayne Hennessey,wayne-hennessey,G,False,,,11.0,10.0,3.0,13.0,,,8.0,,,,,,,,,,,,,,,1.0,,,,,90.0,,,,,,,,7.1,1.0,4.0,,,,,,34.0,,31.0,5.0,36.0,0,,44.0,,,
2015-16,6768189,18,31,Crystal_Palace,Away,19593,19197.0,Jason Puncheon,jason-puncheon,M,False,5.0,,2.0,26.0,10.0,31.0,1.0,1.0,3.0,,,,3.0,,,3.0,10.0,7.0,,,2.0,,,,,1.0,3.0,,90.0,,,,,,,,7.1,,,,2.0,4.0,9.0,,2.0,,36.0,12.0,39.0,0,2.0,62.0,,1.0,3.0
2015-16,6768189,18,31,Crystal_Palace,Away,20278,19188.0,Scott Dann,scott-dann,D,False,,,3.0,9.0,13.0,22.0,4.0,5.0,1.0,,,2.0,,,,1.0,6.0,7.0,,,,,,,,4.0,,,90.0,,2.0,,,,,,7.5,,,1.0,4.0,1.0,,,5.0,,17.0,14.0,31.0,3,1.0,50.0,,1.0,
2015-16,6768189,18,31,Crystal_Palace,Away,24685,59115.0,Mile Jedinak,mile-jedinak,D,True,,,2.0,6.0,4.0,10.0,,1.0,1.0,,,,,,,,,2.0,,,,,,,,2.0,,,16.0,,,,,,,,7.0,,,,2.0,,,,2.0,,8.0,4.0,12.0,0,,18.0,,1.0,
2015-16,6768189,18,31,Crystal_Palace,Away,27771,28541.0,Fraizer Campbell,fraizer-campbell,F,False,,,,5.0,5.0,10.0,4.0,2.0,4.0,,,,,,,2.0,6.0,2.0,,,,,,,,2.0,,,68.0,,,,,,,,6.5,,,1.0,,,1.0,,1.0,1.0,9.0,5.0,13.0,1,,24.0,2.0,,
2015-16,6768189,18,31,Crystal_Palace,Away,38130,49438.0,Jordon Mutch,jordon-mutch,M,False,1.0,,,6.0,3.0,8.0,4.0,,1.0,,,,2.0,,,2.0,9.0,,,,1.0,,,,,,,,45.0,,,,,,,,6.4,,,2.0,,,2.0,,,,8.0,3.0,9.0,2,,18.0,1.0,,
2015-16,6768189,18,31,Crystal_Palace,Away,39183,55494.0,Joel Ward,joel-ward,D,False,,,3.0,14.0,10.0,24.0,,5.0,6.0,,,,3.0,,,1.0,6.0,7.0,,,1.0,,,,,2.0,,,90.0,,,,,,,,6.8,,,,8.0,2.0,2.0,,7.0,,21.0,11.0,30.0,0,1.0,57.0,1.0,,1.0
2015-16,6768189,18,31,Crystal_Palace,Away,39282,50471.0,James McArthur,james-mcarthur,M,False,,,1.0,9.0,20.0,29.0,2.0,2.0,9.0,,,1.0,2.0,,,3.0,9.0,6.0,,1.0,2.0,,,,,1.0,,,90.0,,,,,,,,6.3,,,,1.0,,1.0,,3.0,,17.0,21.0,37.0,1,4.0,52.0,,,
2015-16,6768189,18,31,Crystal_Palace,Away,39472,58786.0,Martin Kelly,martin-kelly,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768189,18,31,Crystal_Palace,Away,45502,58376.0,Alex McCarthy,alex-mccarthy,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768189,18,31,Crystal_Palace,Away,84686,79228.0,Pape Souaré,pape-souare,M,False,1.0,,4.0,13.0,19.0,31.0,,,8.0,,,,,,,1.0,5.0,1.0,,,3.0,,,,,3.0,1.0,,90.0,,,,,,,,6.8,,,,4.0,1.0,6.0,,10.0,,26.0,20.0,40.0,0,,70.0,,1.0,
2015-16,6768189,18,31,Crystal_Palace,Away,111850,82403.0,Wilfried Zaha,wilfried-zaha,M,False,1.0,,1.0,10.0,4.0,13.0,,,8.0,,,,,,,5.0,10.0,7.0,,,1.0,,,,,1.0,1.0,,90.0,,,,,,,,6.4,,,,,8.0,1.0,,3.0,,18.0,6.0,23.0,0,1.0,50.0,1.0,2.0,4.0
2015-16,6768189,18,31,Crystal_Palace,Away,547482,,Connor Dymond,connor-dymond,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768334,19,31,Crystal_Palace,Home,631,11554.0,Julián Speroni,julian-speroni,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768334,19,31,Crystal_Palace,Home,3233,15675.0,Marouane Chamakh,marouane-chamakh,F,False,,,,9.0,2.0,11.0,4.0,1.0,,,,,,,,1.0,7.0,3.0,,,1.0,,,,,,,,45.0,,,,,,,,6.5,,,,,1.0,,,,1.0,12.0,2.0,14.0,0,1.0,19.0,,1.0,
2015-16,6768334,19,31,Crystal_Palace,Home,3574,27341.0,Yohan Cabaye,yohan-cabaye,M,False,4.0,,2.0,20.0,13.0,29.0,,,6.0,,,1.0,,,,1.0,3.0,5.0,,,2.0,,,,,3.0,4.0,,90.0,,,,,,,,7.9,,,2.0,,1.0,5.0,,6.0,,30.0,15.0,40.0,3,,63.0,2.0,4.0,1.0
2015-16,6768334,19,31,Crystal_Palace,Home,6381,15284.0,Brede Hangeland,brede-hangeland,D,False,,,,7.0,21.0,28.0,,1.0,1.0,,,,1.0,,,,3.0,3.0,,,2.0,,,,,4.0,,,90.0,1.0,1.0,,,,,,7.1,,,,3.0,,,,4.0,,11.0,23.0,34.0,1,,48.0,,2.0,
2015-16,6768334,19,31,Crystal_Palace,Home,9921,18805.0,Joe Ledley,joe-ledley,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768334,19,31,Crystal_Palace,Home,16620,20066.0,Wayne Hennessey,wayne-hennessey,G,False,,1.0,2.0,1.0,7.0,8.0,,,4.0,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,7.3,,3.0,,,,,1.0,15.0,,10.0,11.0,21.0,0,,28.0,,,
2015-16,6768334,19,31,Crystal_Palace,Home,19593,19197.0,Jason Puncheon,jason-puncheon,M,False,2.0,,,16.0,2.0,16.0,,1.0,2.0,,,,,,,1.0,2.0,3.0,,,1.0,,,,,1.0,,,71.0,,,,,,,,6.7,,,,1.0,1.0,8.0,,,,27.0,2.0,21.0,0,,38.0,1.0,1.0,1.0
2015-16,6768334,19,31,Crystal_Palace,Home,20278,19188.0,Scott Dann,scott-dann,D,False,,,9.0,14.0,18.0,32.0,4.0,,5.0,,,,,,,,5.0,1.0,,,1.0,,,,,1.0,1.0,,90.0,,,,,,,,7.2,,,1.0,3.0,,1.0,,13.0,1.0,21.0,19.0,39.0,1,1.0,46.0,,,
2015-16,6768334,19,31,Crystal_Palace,Home,24685,59115.0,Mile Jedinak,mile-jedinak,D,False,,,2.0,21.0,20.0,41.0,1.0,6.0,6.0,,,,,,,2.0,4.0,10.0,,,1.0,,,,,3.0,1.0,,90.0,,1.0,,,,,,7.3,,,1.0,1.0,1.0,,,3.0,1.0,31.0,24.0,55.0,1,3.0,70.0,2.0,,1.0
2015-16,6768334,19,31,Crystal_Palace,Home,27771,28541.0,Fraizer Campbell,fraizer-campbell,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768334,19,31,Crystal_Palace,Home,38130,49438.0,Jordon Mutch,jordon-mutch,M,True,1.0,,,7.0,3.0,9.0,,,1.0,,,,,,,1.0,1.0,2.0,,,,,,,,,,,15.0,,,,,,,,6.8,,,1.0,,1.0,3.0,,,,9.0,3.0,9.0,1,1.0,18.0,1.0,,1.0
2015-16,6768334,19,31,Crystal_Palace,Home,38639,75773.0,Chung-yong Lee,chung-yong-lee,M,True,,,1.0,7.0,3.0,10.0,,1.0,2.0,,,,,,,,1.0,1.0,,,1.0,,,,,,,,19.0,,,,,,,,6.5,,,,,,,,1.0,,9.0,3.0,12.0,0,,12.0,,,
2015-16,6768334,19,31,Crystal_Palace,Home,39183,55494.0,Joel Ward,joel-ward,D,False,,,4.0,20.0,10.0,30.0,1.0,2.0,7.0,,,,,,,,1.0,5.0,,,,,,,,3.0,,,90.0,,,,,,,,7.3,,,,3.0,,5.0,,10.0,,34.0,13.0,42.0,0,3.0,71.0,,,
2015-16,6768334,19,31,Crystal_Palace,Home,39282,50471.0,James McArthur,james-mcarthur,M,False,,,4.0,20.0,8.0,28.0,3.0,2.0,4.0,,,1.0,2.0,,,,5.0,3.0,,,,,,,,2.0,,,75.0,,,,,,,,6.8,,,,1.0,,,,5.0,,24.0,9.0,33.0,1,,42.0,1.0,1.0,
2015-16,6768334,19,31,Crystal_Palace,Home,39472,58786.0,Martin Kelly,martin-kelly,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768334,19,31,Crystal_Palace,Home,84686,79228.0,Pape Souaré,pape-souare,M,False,3.0,,3.0,25.0,19.0,41.0,1.0,4.0,10.0,,,,,,,,2.0,7.0,,,1.0,,,,,1.0,1.0,,90.0,,,,,,,,7.1,,,,1.0,,11.0,,7.0,1.0,44.0,22.0,55.0,0,2.0,90.0,1.0,1.0,
2015-16,6768334,19,31,Crystal_Palace,Home,111850,82403.0,Wilfried Zaha,wilfried-zaha,M,False,,,2.0,13.0,5.0,18.0,,,8.0,,,,,,,1.0,5.0,10.0,,,1.0,,,,,1.0,,,90.0,,,,,,,,6.9,,,1.0,,7.0,6.0,,2.0,,27.0,5.0,26.0,1,1.0,57.0,3.0,5.0,4.0
2015-16,6768334,19,31,Crystal_Palace,Home,204336,106617.0,Patrick Bamford,patrick-bamford,F,True,,,,2.0,,2.0,,,2.0,,1.0,,,,,,,,,,,,,,,1.0,,,45.0,1.0,,,,,,,6.4,,,,1.0,,,,1.0,,6.0,,6.0,1,,9.0,,,
2015-16,6768320,20,31,Crystal_Palace,Home,3233,15675.0,Marouane Chamakh,marouane-chamakh,F,True,,,,7.0,,7.0,1.0,,,,,,,,,,3.0,1.0,,,1.0,,,,,,1.0,,23.0,,,,,,,,6.5,,,,,1.0,1.0,,,,9.0,,8.0,0,,11.0,,1.0,
2015-16,6768320,20,31,Crystal_Palace,Home,9921,18805.0,Joe Ledley,joe-ledley,M,True,,,,8.0,8.0,16.0,1.0,,4.0,,,,,,,,1.0,1.0,,,,,,,,,,,23.0,,,,,,,,6.7,,,,2.0,,,,1.0,,11.0,9.0,20.0,0,1.0,23.0,,,
2015-16,6768320,20,31,Crystal_Palace,Home,10038,7906.0,Damien Delaney,damien-delaney,D,False,,,1.0,8.0,17.0,25.0,1.0,1.0,2.0,,,,1.0,,,2.0,6.0,3.0,,,2.0,,,,,2.0,,,90.0,2.0,,,,,,,6.1,,,,1.0,,1.0,,4.0,,13.0,20.0,32.0,2,1.0,43.0,,1.0,
2015-16,6768320,20,31,Crystal_Palace,Home,16620,20066.0,Wayne Hennessey,wayne-hennessey,G,False,,1.0,5.0,4.0,6.0,10.0,,,5.0,,,,,,,,,,,,,,,1.0,,,,,90.0,,,,,,,,5.9,1.0,1.0,,1.0,,,1.0,20.0,,18.0,7.0,25.0,0,,31.0,,,
2015-16,6768320,20,31,Crystal_Palace,Home,19593,19197.0,Jason Puncheon,jason-puncheon,M,False,5.0,,2.0,31.0,11.0,37.0,,,3.0,1.0,,2.0,2.0,,,,6.0,3.0,,,1.0,,,,,2.0,3.0,,90.0,1.0,,,,,,,7.1,,,,,3.0,10.0,,4.0,,41.0,11.0,42.0,3,1.0,68.0,3.0,2.0,
2015-16,6768320,20,31,Crystal_Palace,Home,20278,19188.0,Scott Dann,scott-dann,D,False,,,4.0,8.0,17.0,25.0,1.0,1.0,7.0,,,,,,,,3.0,4.0,,,2.0,,,,,4.0,,,90.0,,2.0,,,,,,6.9,,,,5.0,,,,5.0,,13.0,18.0,31.0,0,3.0,45.0,,,
2015-16,6768320,20,31,Crystal_Palace,Home,24685,59115.0,Mile Jedinak,mile-jedinak,D,False,,,1.0,8.0,13.0,21.0,3.0,6.0,5.0,,,,2.0,,,,8.0,9.0,,,3.0,,,,,2.0,,,67.0,,1.0,,,,,,6.4,,,,1.0,,,,4.0,,21.0,14.0,35.0,0,3.0,44.0,,,
2015-16,6768320,20,31,Crystal_Palace,Home,27771,28541.0,Fraizer Campbell,fraizer-campbell,F,False,,,,8.0,1.0,9.0,2.0,1.0,4.0,,1.0,,1.0,,,,5.0,3.0,,,,,,,,,1.0,,67.0,,,,,,,,6.4,,,1.0,2.0,4.0,1.0,,,,13.0,2.0,14.0,1,,25.0,2.0,,2.0
2015-16,6768320,20,31,Crystal_Palace,Home,38130,49438.0,Jordon Mutch,jordon-mutch,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768320,20,31,Crystal_Palace,Home,38639,75773.0,Chung-yong Lee,chung-yong-lee,M,False,1.0,,2.0,14.0,17.0,30.0,1.0,1.0,7.0,,,,1.0,,,3.0,6.0,8.0,,,1.0,,,,,2.0,1.0,,80.0,,,,,,,,6.7,,,,,1.0,4.0,,3.0,,20.0,17.0,33.0,0,4.0,54.0,,2.0,1.0
2015-16,6768320,20,31,Crystal_Palace,Home,39183,55494.0,Joel Ward,joel-ward,D,False,,,,10.0,11.0,21.0,1.0,,5.0,,,,2.0,,,,4.0,2.0,,,,,,,,2.0,,,90.0,,1.0,,,,,,6.0,,,,5.0,1.0,2.0,,6.0,,24.0,15.0,37.0,0,,72.0,,2.0,
2015-16,6768320,20,31,Crystal_Palace,Home,39282,50471.0,James McArthur,james-mcarthur,M,False,,,2.0,11.0,20.0,31.0,1.0,2.0,8.0,,,,1.0,,,1.0,3.0,5.0,,,,,,,,4.0,1.0,,90.0,,,,,,,,6.8,,,,1.0,,,,6.0,,18.0,25.0,43.0,0,2.0,53.0,,1.0,
2015-16,6768320,20,31,Crystal_Palace,Home,39472,58786.0,Martin Kelly,martin-kelly,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768320,20,31,Crystal_Palace,Home,45502,58376.0,Alex McCarthy,alex-mccarthy,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768320,20,31,Crystal_Palace,Home,51455,44343.0,Bakary Sako,bakary-sako,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768320,20,31,Crystal_Palace,Home,84686,79228.0,Pape Souaré,pape-souare,M,False,,,1.0,12.0,15.0,27.0,,,6.0,,,,,,,,2.0,1.0,,,1.0,,,,,3.0,,,90.0,,,,,,,,6.0,,,,1.0,1.0,3.0,,7.0,,23.0,16.0,36.0,0,,47.0,,1.0,
2015-16,6768320,20,31,Crystal_Palace,Home,94752,103100.0,Jonathan Williams,jonathan-williams,M,True,,,,3.0,2.0,5.0,1.0,,2.0,,,,,,,,1.0,,,,,,,,,,,,10.0,,,,,,,,6.5,,,,,,,,,,3.0,2.0,5.0,0,,5.0,,,
2015-16,6768320,20,31,Crystal_Palace,Home,111850,82403.0,Wilfried Zaha,wilfried-zaha,M,False,1.0,,1.0,7.0,4.0,10.0,,1.0,4.0,,,,,,,3.0,10.0,11.0,,,1.0,,,,,2.0,,,90.0,1.0,,,,,,,6.4,,,1.0,,11.0,6.0,,2.0,,14.0,4.0,12.0,2,2.0,50.0,3.0,4.0,5.0
