season,matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard,attFreekickPost,attPenPost,attPostHigh,attLgCentre,penaltySave,attOboxOwnGoal,attLgLeft,attLgRight,attPenMiss,expectedGoalsFreekick
2018-19,987925,34,2019-04-13 15:00:00,54,Fulham,Home,144.0,16.0,3.0,5.0,2.0,3.0,,111.0,5.0,,1.0,7.0,2.0,31.0,250.0,,,10.0,29.0,30.0,6.0,3.0,,1.0,,,,,,,,1.0,8.0,,,,,1.0,3.0,7.0,2.0,9.0,3.0,43.0,69.0,3.0,1.0,2.0,2.0,14.0,,9.0,,,7.0,4.0,2.0,,23.0,,74.0,71.0,2.0,25.0,9.0,,,,,,,53.0,8.0,9.0,,,1.0,1.0,,164.0,2.0,,2.0,2.0,,1.0,8.0,2.0,,,9.0,1.0,8.0,8.0,,1.0,69.0,79.0,40.0,3.0,2.0,6.0,5.0,5.0,316.0,2.0,2.0,,61.0,23.0,23.0,,,,,170.0,170.0,6.0,28.0,27.0,40.6,1.0,,,2.0,14.0,0.0,67.0,1.0,,1.0,,,1.0,7.0,,,3.0,48.0,233.0,9.0,11.0,173.0,31.0,25.0,17.0,5.0,12.0,7.0,2.0,84.0,10.0,182.0,1.0,,29.0,2.0,69.0,1.0,343.0,,0.0,12.0,20.0,1.0,22.0,2.0,566.0,19.0,27.0,12.0,7.0,11.0,0.0,,,1.0,,,,,,,
2018-19,987929,34,2019-04-13 15:00:00,20,Southampton,Home,99.0,10.0,,,,2.0,,81.0,1.0,,1.0,10.0,8.0,21.0,180.0,,2.0,10.0,27.0,21.0,2.0,1.0,,1.0,,,,,,,,1.0,7.0,,,,,,9.0,8.0,9.0,9.0,3.0,43.0,63.0,4.0,3.0,3.0,3.0,18.0,2.0,13.0,,,4.0,,,,14.0,1.0,69.0,63.0,3.0,35.0,20.0,,,,,,,58.0,13.0,8.0,2.0,,1.0,1.0,,137.0,3.0,,3.0,2.0,1.0,,7.0,2.0,,,20.0,,14.0,14.0,,1.0,45.0,66.0,23.0,9.0,,2.0,4.0,6.0,260.0,7.0,2.0,,47.0,44.0,17.0,,,,,145.0,145.0,4.0,17.0,36.0,30.7,,,,,18.0,0.0,56.0,,1.0,1.0,,,1.0,4.0,,,3.0,40.0,174.0,13.0,6.0,116.0,30.0,35.0,14.0,4.0,5.0,1.0,1.0,85.0,7.0,170.0,,,29.0,8.0,65.0,,281.0,1.0,0.0,12.0,23.0,2.0,19.0,1.0,487.0,20.0,11.0,11.0,4.0,13.0,0.0,,,,,,,,,,
2018-19,987929,34,2019-04-13 15:00:00,39,Wolves,Away,289.0,12.0,2.0,4.0,2.0,2.0,1.0,220.0,2.0,,3.0,3.0,4.0,28.0,505.0,,,30.0,21.0,27.0,5.0,2.0,,,,,,,,,,,6.0,,,,,3.0,4.0,9.0,3.0,8.0,9.0,85.0,60.0,,,,,21.0,7.0,11.0,,,9.0,8.0,5.0,1.0,11.0,2.0,63.0,69.0,,16.0,9.0,,1.0,,,,,41.0,8.0,13.0,,,2.0,1.0,,218.0,1.0,1.0,1.0,,1.0,,5.0,,,,9.0,,15.0,15.0,,3.0,161.0,90.0,56.0,4.0,,4.0,4.0,2.0,602.0,2.0,1.0,,85.0,91.0,29.0,,,,,179.0,179.0,4.0,34.0,18.0,69.3,,,,,21.0,0.0,161.0,2.0,1.0,3.0,,,,8.0,,,3.0,74.0,487.0,5.0,8.0,322.0,35.0,16.0,25.0,7.0,21.0,14.0,,116.0,3.0,324.0,,,14.0,5.0,58.0,2.0,625.0,,0.0,17.0,17.0,,30.0,3.0,844.0,25.0,16.0,13.0,9.0,14.0,0.0,,,,,,,,,,
2018-19,987928,34,2019-04-13 17:30:00,1,Man Utd,Home,134.0,13.0,1.0,3.0,2.0,1.0,,157.0,,1.0,6.0,2.0,6.0,23.0,288.0,,2.0,16.0,22.0,20.0,7.0,1.0,,2.0,,,,,,,,,8.0,2.0,,,,,8.0,11.0,7.0,9.0,5.0,46.0,75.0,1.0,1.0,2.0,4.0,20.0,5.0,11.0,,,3.0,9.0,8.0,,8.0,2.0,61.0,53.0,4.0,25.0,11.0,,1.0,,,,,55.0,14.0,5.0,,,2.0,,,148.0,,,,,,,4.0,,,2.0,11.0,,11.0,11.0,2.0,7.0,90.0,67.0,32.0,11.0,2.0,5.0,3.0,4.0,359.0,8.0,,,51.0,46.0,28.0,,,,2.0,137.0,137.0,1.0,31.0,34.0,42.3,,,,1.0,20.0,0.0,89.0,2.0,1.0,3.0,,,2.0,5.0,,,3.0,74.0,281.0,13.0,8.0,159.0,20.0,25.0,16.0,3.0,20.0,17.0,2.0,105.0,6.0,234.0,,1.0,21.0,7.0,51.0,3.0,373.0,,0.0,14.0,21.0,2.0,17.0,1.0,578.0,29.0,13.0,7.0,3.0,14.0,0.0,,,,1.0,,,,,,
2018-19,987928,34,2019-04-13 17:30:00,21,West Ham,Away,176.0,11.0,5.0,9.0,4.0,2.0,,249.0,3.0,,,2.0,7.0,17.0,416.0,,,17.0,20.0,22.0,8.0,4.0,,,,,,1.0,,,,,9.0,,,,,1.0,5.0,9.0,5.0,11.0,7.0,78.0,77.0,2.0,1.0,1.0,1.0,23.0,8.0,7.0,,1.0,11.0,13.0,3.0,,10.0,1.0,53.0,61.0,1.0,19.0,6.0,,1.0,,,,,51.0,5.0,12.0,,,2.0,,1.0,168.0,1.0,,1.0,1.0,,,7.0,1.0,,,6.0,1.0,12.0,12.0,1.0,1.0,140.0,88.0,54.0,3.0,1.0,5.0,8.0,4.0,486.0,5.0,,,93.0,93.0,33.0,2.0,2.0,2.0,,157.0,157.0,5.0,22.0,44.0,57.7,1.0,,,,23.0,0.0,133.0,1.0,1.0,2.0,,,,6.0,1.0,,3.0,96.0,392.0,6.0,13.0,197.0,33.0,19.0,22.0,10.0,26.0,16.0,,142.0,8.0,348.0,,,16.0,7.0,48.0,3.0,519.0,2.0,0.0,18.0,17.0,1.0,19.0,1.0,726.0,43.0,10.0,11.0,11.0,10.0,0.0,,,1.0,,,,,,,
2018-19,987924,34,2019-04-14 14:05:00,31,Crystal Palace,Home,98.0,11.0,1.0,3.0,2.0,2.0,1.0,100.0,7.0,,3.0,9.0,4.0,29.0,195.0,,,7.0,14.0,17.0,3.0,1.0,,,1.0,,,1.0,,,,,5.0,,,,,,2.0,11.0,9.0,3.0,4.0,40.0,57.0,,,,1.0,12.0,2.0,16.0,,1.0,2.0,4.0,4.0,,16.0,2.0,55.0,60.0,1.0,32.0,12.0,,,,,,,36.0,5.0,11.0,,,1.0,1.0,1.0,109.0,,,,,,,12.0,,1.0,,12.0,,17.0,17.0,2.0,3.0,60.0,58.0,34.0,9.0,1.0,2.0,2.0,3.0,241.0,7.0,2.0,,29.0,35.0,19.0,,,,,121.0,121.0,1.0,33.0,14.0,27.6,,,,,12.0,0.0,65.0,2.0,1.0,4.0,,1.0,,2.0,,,3.0,41.0,175.0,7.0,4.0,124.0,24.0,32.0,16.0,2.0,11.0,9.0,,71.0,9.0,161.0,2.0,,19.0,6.0,56.0,1.0,274.0,,0.0,7.0,22.0,,7.0,0.0,486.0,15.0,9.0,10.0,2.0,19.0,0.0,,,,,,,,,,
2018-19,987924,34,2019-04-14 14:05:00,43,Man City,Away,226.0,27.0,2.0,4.0,2.0,,,428.0,3.0,,7.0,3.0,2.0,44.0,650.0,1.0,2.0,20.0,17.0,14.0,12.0,,,2.0,,,,,,,,1.0,19.0,,,,,,8.0,3.0,4.0,11.0,9.0,113.0,60.0,4.0,1.0,3.0,,13.0,7.0,10.0,,,9.0,11.0,7.0,,13.0,1.0,60.0,55.0,,17.0,8.0,,,,,,,80.0,11.0,5.0,,,,1.0,,180.0,3.0,,3.0,3.0,,2.0,3.0,3.0,,,8.0,,8.0,8.0,1.0,7.0,208.0,63.0,53.0,2.0,2.0,5.0,10.0,6.0,710.0,2.0,2.0,,149.0,87.0,43.0,,,,,134.0,134.0,6.0,15.0,32.0,72.4,,,,,13.0,0.0,220.0,2.0,,2.0,,,2.0,7.0,,,3.0,201.0,639.0,5.0,15.0,240.0,37.0,17.0,25.0,8.0,27.0,19.0,4.0,248.0,1.0,508.0,,,11.0,3.0,58.0,2.0,721.0,2.0,0.0,20.0,22.0,5.0,25.0,0.0,934.0,42.0,9.0,16.0,9.0,8.0,0.0,,,,1.0,,,,,,
2018-19,987927,34,2019-04-14 16:30:00,14,Liverpool,Home,221.0,29.0,,3.0,3.0,,,339.0,3.0,,6.0,5.0,6.0,30.0,557.0,,,25.0,7.0,14.0,12.0,,,1.0,,,,,,,,,11.0,,,,,,2.0,4.0,2.0,11.0,4.0,106.0,69.0,1.0,,1.0,,18.0,5.0,17.0,,,9.0,10.0,9.0,,15.0,1.0,59.0,49.0,,14.0,8.0,,,,,,,82.0,5.0,9.0,2.0,,3.0,,,192.0,2.0,,1.0,2.0,,,4.0,2.0,,,8.0,,13.0,13.0,2.0,6.0,168.0,71.0,48.0,2.0,,2.0,12.0,7.0,626.0,,5.0,,112.0,112.0,42.0,,,,,164.0,164.0,6.0,24.0,31.0,61.8,,,,1.0,18.0,0.0,180.0,3.0,,3.0,,,1.0,3.0,,,3.0,173.0,539.0,6.0,14.0,240.0,59.0,14.0,23.0,5.0,24.0,19.0,1.0,223.0,3.0,430.0,,,12.0,7.0,57.0,2.0,646.0,,0.0,15.0,19.0,1.0,27.0,0.0,863.0,37.0,15.0,8.0,9.0,11.0,0.0,,,,,,,,,,
2018-19,987927,34,2019-04-14 16:30:00,8,Chelsea,Away,160.0,24.0,,1.0,1.0,2.0,,163.0,7.0,,7.0,2.0,5.0,26.0,322.0,,1.0,13.0,14.0,7.0,5.0,,,1.0,,,,,,,,1.0,5.0,,,1.0,,,5.0,11.0,4.0,4.0,2.0,60.0,70.0,2.0,2.0,,2.0,16.0,1.0,8.0,,,2.0,5.0,2.0,,13.0,3.0,49.0,59.0,2.0,32.0,17.0,,1.0,,,,,41.0,9.0,5.0,,,,,,145.0,,,,,,,10.0,,1.0,,17.0,1.0,10.0,10.0,1.0,8.0,105.0,48.0,28.0,9.0,,2.0,3.0,3.0,379.0,5.0,3.0,,73.0,24.0,21.0,,,,,131.0,131.0,3.0,37.0,19.0,38.2,1.0,,,2.0,16.0,0.0,91.0,5.0,,5.0,,,1.0,2.0,,,3.0,97.0,306.0,10.0,5.0,189.0,54.0,32.0,23.0,1.0,8.0,7.0,1.0,125.0,3.0,220.0,1.0,1.0,12.0,5.0,52.0,2.0,401.0,,0.0,6.0,30.0,2.0,17.0,1.0,618.0,19.0,16.0,17.0,2.0,15.0,0.0,,,,,,,,,,
2018-19,987931,34,2019-04-15 20:00:00,3,Arsenal,Away,238.0,16.0,,6.0,6.0,1.0,,341.0,3.0,,2.0,3.0,6.0,33.0,573.0,3.0,,10.0,14.0,14.0,16.0,,,3.0,,,,,,,,,17.0,,,,,,4.0,6.0,5.0,13.0,6.0,95.0,63.0,2.0,2.0,,1.0,17.0,8.0,7.0,1.0,,4.0,11.0,1.0,,7.0,2.0,42.0,41.0,1.0,22.0,10.0,,,,,,,62.0,8.0,12.0,1.0,,,,,190.0,,,,,,,7.0,1.0,1.0,,10.0,,15.0,15.0,2.0,2.0,204.0,80.0,52.0,6.0,,6.0,10.0,5.0,634.0,5.0,3.0,,133.0,74.0,26.0,,,,,129.0,129.0,5.0,26.0,29.0,65.9,,,,,17.0,0.0,171.0,2.0,1.0,2.0,,1.0,3.0,6.0,,,3.0,148.0,553.0,7.0,16.0,261.0,29.0,22.0,9.0,1.0,13.0,12.0,3.0,184.0,3.0,412.0,1.0,,7.0,8.0,54.0,4.0,660.0,3.0,0.0,19.0,12.0,,11.0,0.0,839.0,46.0,14.0,3.0,4.0,6.0,0.0,,,,,,,,,,
2018-19,987931,34,2019-04-15 20:00:00,57,Watford,Home,102.0,18.0,,1.0,1.0,1.0,,132.0,2.0,,4.0,3.0,2.0,19.0,233.0,,,14.0,14.0,14.0,6.0,,,,,,1.0,1.0,,,,1.0,6.0,,,,,2.0,9.0,13.0,6.0,6.0,5.0,37.0,57.0,2.0,2.0,,,18.0,5.0,3.0,,1.0,6.0,6.0,4.0,,8.0,1.0,41.0,42.0,,15.0,5.0,1.0,,,,,,51.0,12.0,8.0,,,1.0,3.0,1.0,123.0,,,,,,,10.0,,1.0,,5.0,1.0,13.0,13.0,2.0,5.0,84.0,59.0,24.0,4.0,,3.0,3.0,3.0,304.0,8.0,1.0,,40.0,54.0,27.0,,,,,142.0,142.0,3.0,27.0,16.0,34.1,1.0,,,,18.0,0.0,83.0,2.0,2.0,4.0,,,,3.0,,,2.0,64.0,224.0,10.0,7.0,118.0,38.0,15.0,11.0,5.0,18.0,13.0,,110.0,8.0,227.0,1.0,,20.0,3.0,57.0,2.0,327.0,1.0,1.0,11.0,13.0,1.0,17.0,2.0,513.0,25.0,12.0,7.0,6.0,6.0,0.0,,,1.0,,,,,,,
2018-19,987938,35,2019-04-20 12:30:00,43,Man City,Home,241.0,17.0,,3.0,3.0,,1.0,271.0,2.0,1.0,7.0,,5.0,33.0,509.0,1.0,,28.0,14.0,16.0,10.0,1.0,,,,,,,,,,,13.0,,,,,1.0,8.0,7.0,3.0,10.0,5.0,111.0,56.0,2.0,1.0,1.0,,14.0,5.0,10.0,,,4.0,9.0,5.0,,17.0,4.0,61.0,57.0,,11.0,6.0,,1.0,,,,,65.0,11.0,11.0,,,3.0,3.0,,157.0,1.0,,1.0,1.0,,,4.0,1.0,,,6.0,,10.0,10.0,1.0,7.0,140.0,68.0,46.0,4.0,1.0,5.0,7.0,4.0,563.0,3.0,1.0,,112.0,77.0,32.0,,,,,136.0,136.0,9.0,11.0,28.0,60.7,,,,,14.0,0.0,174.0,4.0,,4.0,,1.0,,6.0,1.0,,3.0,135.0,495.0,4.0,12.0,259.0,30.0,11.0,24.0,1.0,18.0,17.0,,170.0,,341.0,,1.0,10.0,6.0,57.0,2.0,582.0,1.0,0.0,15.0,15.0,3.0,33.0,1.0,794.0,35.0,14.0,15.0,4.0,10.0,0.0,,,,,,,,,,
2018-19,987938,35,2019-04-20 12:30:00,6,Spurs,Away,177.0,17.0,2.0,2.0,1.0,1.0,,109.0,6.0,,7.0,2.0,4.0,21.0,284.0,,1.0,15.0,16.0,14.0,6.0,1.0,,1.0,,,,,,,,,8.0,,,,,,7.0,10.0,5.0,7.0,3.0,58.0,51.0,1.0,2.0,,4.0,10.0,3.0,15.0,,1.0,4.0,,4.0,,8.0,,57.0,61.0,4.0,19.0,13.0,,2.0,,,,,39.0,11.0,11.0,,,,,,137.0,,,,,,,13.0,,,,13.0,,11.0,11.0,1.0,7.0,97.0,56.0,24.0,4.0,,2.0,5.0,4.0,349.0,5.0,,,37.0,28.0,15.0,,,,,133.0,133.0,2.0,27.0,13.0,39.3,,,,,10.0,0.0,87.0,3.0,,3.0,,3.0,1.0,3.0,,,3.0,44.0,266.0,6.0,7.0,215.0,45.0,19.0,17.0,4.0,7.0,4.0,1.0,74.0,4.0,171.0,,,21.0,4.0,63.0,2.0,379.0,,0.0,10.0,26.0,2.0,16.0,2.0,564.0,13.0,15.0,10.0,4.0,14.0,0.0,,,,,,,,,,
2018-19,987932,35,2019-04-20 15:00:00,54,Fulham,Away,167.0,17.0,4.0,7.0,3.0,4.0,,218.0,8.0,,5.0,8.0,4.0,31.0,378.0,1.0,,17.0,20.0,21.0,10.0,3.0,,,,,,,,,,,9.0,1.0,,,,,9.0,13.0,2.0,10.0,7.0,87.0,56.0,3.0,4.0,1.0,,14.0,6.0,7.0,,,7.0,7.0,4.0,,12.0,3.0,65.0,53.0,,12.0,7.0,,,,,,,47.0,18.0,10.0,1.0,,2.0,1.0,,175.0,,,,,,,11.0,,,,7.0,,14.0,14.0,3.0,5.0,96.0,90.0,54.0,3.0,,5.0,8.0,5.0,431.0,3.0,1.0,,91.0,49.0,22.0,,,,1.0,131.0,131.0,1.0,21.0,25.0,51.0,,,,1.0,14.0,0.0,99.0,5.0,,5.0,,,,6.0,1.0,,3.0,86.0,362.0,5.0,13.0,182.0,33.0,12.0,18.0,5.0,17.0,12.0,,120.0,8.0,292.0,,,22.0,5.0,60.0,,457.0,2.0,0.0,17.0,14.0,2.0,23.0,3.0,642.0,32.0,14.0,9.0,7.0,10.0,0.0,,,,,,,,,,
2018-19,987932,35,2019-04-20 15:00:00,91,Bournemouth,Home,213.0,17.0,1.0,3.0,2.0,,1.0,160.0,9.0,,5.0,3.0,4.0,21.0,370.0,,2.0,14.0,21.0,20.0,8.0,2.0,,1.0,,1.0,,1.0,,,,1.0,11.0,,,,,1.0,7.0,10.0,7.0,13.0,2.0,42.0,49.0,3.0,5.0,,3.0,11.0,4.0,9.0,,,3.0,5.0,3.0,,6.0,3.0,53.0,65.0,3.0,20.0,10.0,,1.0,,,,,49.0,11.0,18.0,,,5.0,1.0,1.0,153.0,,,,,,,9.0,,,1.0,10.0,1.0,7.0,7.0,3.0,5.0,127.0,63.0,40.0,7.0,,2.0,8.0,5.0,417.0,6.0,,,56.0,42.0,27.0,1.0,1.0,1.0,,114.0,114.0,4.0,18.0,22.0,49.0,,,,1.0,11.0,0.0,123.0,3.0,1.0,4.0,,,1.0,6.0,1.0,,3.0,73.0,343.0,6.0,10.0,233.0,26.0,20.0,15.0,2.0,11.0,9.0,1.0,106.0,3.0,223.0,,,13.0,4.0,35.0,1.0,445.0,,0.0,15.0,21.0,3.0,19.0,1.0,636.0,29.0,11.0,7.0,3.0,11.0,0.0,,,,,,,,,,
2018-19,987937,35,2019-04-20 15:00:00,38,Huddersfield,Home,129.0,17.0,1.0,3.0,2.0,,,180.0,3.0,2.0,4.0,2.0,,27.0,306.0,,,18.0,10.0,12.0,6.0,1.0,,1.0,,1.0,,1.0,,,,,8.0,,,,,,9.0,8.0,3.0,7.0,6.0,52.0,58.0,1.0,,1.0,1.0,22.0,5.0,5.0,,,2.0,8.0,3.0,,11.0,3.0,45.0,43.0,1.0,17.0,4.0,1.0,,,,,,45.0,15.0,9.0,,,2.0,1.0,1.0,145.0,1.0,,1.0,1.0,,,5.0,1.0,1.0,1.0,4.0,,12.0,12.0,4.0,4.0,89.0,50.0,34.0,2.0,,1.0,7.0,3.0,359.0,1.0,3.0,,70.0,61.0,24.0,,,,,115.0,115.0,1.0,23.0,28.0,45.7,,,,1.0,22.0,0.0,92.0,3.0,1.0,4.0,,,1.0,5.0,1.0,,3.0,62.0,291.0,13.0,8.0,145.0,31.0,17.0,12.0,2.0,14.0,12.0,1.0,102.0,4.0,247.0,2.0,2.0,10.0,,47.0,1.0,378.0,,0.0,13.0,15.0,,21.0,2.0,561.0,12.0,9.0,7.0,2.0,8.0,0.0,,,,,,,,,,
2018-19,987937,35,2019-04-20 15:00:00,57,Watford,Away,221.0,19.0,,1.0,1.0,1.0,,161.0,5.0,,1.0,8.0,9.0,31.0,381.0,,,16.0,12.0,10.0,5.0,,,,,1.0,,1.0,,,,,10.0,,,,,,6.0,7.0,6.0,8.0,3.0,84.0,64.0,,,1.0,,23.0,1.0,7.0,,,2.0,5.0,1.0,,11.0,1.0,43.0,45.0,,14.0,8.0,,1.0,,,,,42.0,9.0,14.0,2.0,,3.0,2.0,1.0,156.0,,,,,,,7.0,2.0,,,8.0,,7.0,7.0,2.0,1.0,108.0,77.0,52.0,2.0,,1.0,4.0,6.0,436.0,5.0,3.0,,37.0,59.0,19.0,,,,,126.0,126.0,2.0,31.0,24.0,54.3,,,,,23.0,0.0,111.0,1.0,1.0,2.0,,,,4.0,,,3.0,64.0,365.0,9.0,5.0,248.0,35.0,14.0,9.0,2.0,10.0,8.0,,90.0,2.0,221.0,,,25.0,10.0,59.0,2.0,459.0,1.0,0.0,11.0,16.0,,19.0,2.0,629.0,30.0,16.0,5.0,2.0,11.0,0.0,,,,,,,,,,
2018-19,987940,35,2019-04-20 15:00:00,13,Leicester,Away,154.0,25.0,2.0,4.0,2.0,,,198.0,6.0,,6.0,1.0,3.0,27.0,348.0,,1.0,21.0,9.0,15.0,7.0,1.0,,1.0,,,,,,,,,9.0,,,,,1.0,6.0,7.0,4.0,8.0,3.0,59.0,57.0,1.0,,1.0,3.0,18.0,1.0,14.0,,,8.0,11.0,3.0,,8.0,,51.0,65.0,3.0,24.0,13.0,,1.0,,,,,65.0,9.0,7.0,1.0,,,,,154.0,2.0,,2.0,2.0,,,7.0,2.0,1.0,,13.0,,8.0,8.0,1.0,6.0,103.0,57.0,36.0,6.0,,5.0,5.0,5.0,401.0,3.0,4.0,,52.0,91.0,30.0,,,,,130.0,130.0,1.0,32.0,15.0,50.7,,,1.0,,18.0,0.0,109.0,1.0,,1.0,,,1.0,5.0,,,3.0,92.0,328.0,9.0,10.0,172.0,44.0,24.0,27.0,6.0,20.0,14.0,1.0,127.0,2.0,273.0,1.0,,7.0,3.0,53.0,2.0,425.0,,0.0,11.0,27.0,5.0,22.0,0.0,633.0,26.0,11.0,16.0,8.0,12.0,0.0,,,,,,,,,,
2018-19,987940,35,2019-04-20 15:00:00,21,West Ham,Home,119.0,26.0,4.0,7.0,3.0,3.0,,216.0,2.0,,7.0,2.0,7.0,17.0,328.0,,,21.0,15.0,9.0,8.0,1.0,,,,,,,,,,,10.0,,,,1.0,,6.0,8.0,3.0,7.0,4.0,59.0,63.0,,,1.0,4.0,17.0,3.0,16.0,,,6.0,8.0,7.0,,16.0,1.0,65.0,51.0,4.0,20.0,10.0,,,,,,,45.0,8.0,9.0,,,1.0,,,144.0,1.0,,1.0,1.0,,,6.0,2.0,1.0,1.0,10.0,1.0,10.0,10.0,2.0,7.0,116.0,60.0,35.0,8.0,1.0,5.0,5.0,3.0,385.0,1.0,1.0,,70.0,88.0,36.0,,,,,139.0,139.0,6.0,21.0,27.0,49.3,1.0,2.0,,,17.0,0.0,91.0,,3.0,3.0,,1.0,,5.0,,,3.0,109.0,311.0,5.0,10.0,130.0,51.0,20.0,25.0,6.0,21.0,15.0,,157.0,5.0,301.0,1.0,,12.0,7.0,44.0,1.0,410.0,2.0,0.0,11.0,19.0,2.0,23.0,2.0,617.0,24.0,12.0,14.0,6.0,10.0,0.0,,,,,,,,,,
2018-19,987941,35,2019-04-20 15:00:00,36,Brighton,Away,120.0,8.0,1.0,2.0,1.0,3.0,,98.0,5.0,,1.0,2.0,3.0,29.0,216.0,,,9.0,22.0,26.0,3.0,1.0,,,,,,,,,,,4.0,,,,,,3.0,18.0,5.0,2.0,3.0,42.0,55.0,,,,3.0,15.0,1.0,9.0,,,1.0,3.0,4.0,,5.0,3.0,49.0,55.0,3.0,37.0,24.0,,1.0,,,,,40.0,8.0,,,,,,,125.0,,,,,,,15.0,,,,24.0,,9.0,9.0,3.0,1.0,65.0,65.0,30.0,14.0,,3.0,1.0,,272.0,4.0,,,57.0,42.0,11.0,,,,,121.0,121.0,2.0,31.0,11.0,31.8,,,,,15.0,0.0,65.0,4.0,1.0,5.0,,,,4.0,,,2.0,37.0,205.0,6.0,4.0,143.0,17.0,37.0,12.0,1.0,8.0,7.0,,63.0,10.0,162.0,,,25.0,3.0,76.0,1.0,297.0,,0.0,5.0,24.0,1.0,18.0,1.0,468.0,2.0,12.0,5.0,1.0,17.0,0.0,,,,1.0,,,,,,
2018-19,987941,35,2019-04-20 15:00:00,39,Wolves,Home,216.0,28.0,2.0,12.0,10.0,1.0,2.0,342.0,2.0,,3.0,2.0,2.0,34.0,546.0,,,21.0,26.0,22.0,15.0,3.0,,,,,,,,,,,14.0,,,1.0,,3.0,,2.0,3.0,18.0,5.0,76.0,62.0,2.0,3.0,,,18.0,4.0,5.0,,,14.0,18.0,8.0,,15.0,,55.0,49.0,,9.0,6.0,,,,,,,71.0,,8.0,,,3.0,3.0,,148.0,,,,,,,2.0,,1.0,,6.0,2.0,6.0,6.0,1.0,3.0,210.0,53.0,39.0,1.0,,11.0,7.0,5.0,601.0,1.0,3.0,,81.0,92.0,52.0,,,,,137.0,137.0,6.0,25.0,28.0,68.2,2.0,,,,18.0,0.0,181.0,,,,,1.0,,14.0,1.0,,3.0,164.0,532.0,9.0,18.0,233.0,44.0,9.0,18.0,9.0,38.0,29.0,,200.0,2.0,420.0,1.0,,6.0,2.0,50.0,,615.0,1.0,0.0,23.0,12.0,1.0,22.0,0.0,818.0,41.0,14.0,9.0,14.0,8.0,0.0,,,1.0,,,,,,,
